TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        22,     30022,104.210697,       4.2,      28.1,     75431,     44640,    316811,   1254387,     51611,         0,         0,         0,         0,         0,    101002,     56227,    424209,   1579988,     66364,    144159,     82464,    605466,   2317229,     96431
        23,     30023,135.607746,       8.5,      88.1,     74064,     43878,    629546,   3865630,     48674,      1116,       560,      9488,     49352,       649,     99030,     55187,    841756,   4861954,     62153,    144043,     82406,   1224365,   7259978,     92199
        24,     30024,101.657431,      97.0,       3.8,     72492,     43008,   7031712,    163432,     71914,      2160,      1212,    209537,      4604,      2142,     96806,     54025,   9390187,    205294,     95967,    143546,     82062,  13923985,    311836,    142340
        25,     30025,113.044793,     289.5,     143.4,     69451,     41349,  20106129,   5929514,     63777,      3446,      2018,    997524,    289336,      3157,     92609,     51837,  26810293,   7433363,     84377,    141485,     80959,  40959988,  11609512,    129264
        26,     30026, 56.631464,     183.0,     175.0,     68447,     40822,  12525884,   7143845,     59382,      4070,      2460,    744765,    430428,      3541,     91213,     51126,  16691941,   8947091,     78059,    142078,     81333,  26000291,  14233189,    122145
        27,     30027,153.111351,         0,         0,     75672,     44675,         0,         0,         0,         0,         0,         0,         0,         0,    101282,     56267,         0,         0,         0,    135416,     77347,         0,         0,         0
        28,     30028,203.300975,       9.2,     152.7,     73595,     43554,    677074,   6650676,     46724,      1011,       549,      9303,     83862,       598,     98291,     54723,    904278,   8356218,     59320,    134610,     77026,   1238409,  11761875,     83102
        29,     30029, 83.574133,     146.9,       2.4,     70610,     41933,  10372576,    100640,     70372,      2573,      1250,    377950,      3001,      2562,     94243,     52648,  13844259,    126355,     93899,    133697,     76524,  19640103,    183658,    133224
        30,     30030,108.781129,     309.3,      83.4,     67559,     40301,  20895867,   3361129,     64259,      3781,      2102,   1169405,    175343,      3578,     90076,     50504,  27860379,   4211996,     85285,    137525,     78468,  42536540,   6544240,    130376
        31,     30031, 64.047264,     193.0,     180.3,     68578,     40930,  13235521,   7379650,     59647,      3739,      2420,    721642,    436259,      3313,     91367,     51251,  17633833,   9240616,     78409,    132400,     75676,  25553288,  13644317,    114077
        32,     30032, 46.605744,     109.3,       2.4,     66398,     39607,   7257285,     95056,     66101,      2810,      1694,    307133,      4065,      2798,     88505,     49614,   9673603,    119075,     88074,    139474,     79882,  15244528,    191716,    138813
        33,     30033, 64.212087,     137.5,       9.8,     65275,     38982,   8975333,    382024,     64352,      2808,      1680,    386073,     16461,      2768,     86947,     48802,  11955150,    478256,     85607,    127728,     73060,  17562636,    715985,    125808
        34,     30034, 67.305935,     173.3,      16.3,     63757,     38028,  11049126,    619855,     62578,      1981,      1193,    343387,     19439,      1945,     85060,     47673,  14740868,    777077,     83346,    137670,     78899,  23858225,   1286053,    134976
        35,     30035, 80.425663,     257.1,         0,     62482,     37359,  16064157,         0,     62482,      1677,       994,    431185,         0,      1677,     83326,     46818,  21423183,         0,     83326,    125892,     72070,  32366848,         0,    125892
        36,     30036, 66.078085,      87.7,         0,     58160,     34776,   5100654,         0,     58160,         0,         0,         0,         0,         0,     77507,     43550,   6797353,         0,     77507,    126575,     72379,  11100629,         0,    126575
        37,     30037,213.267221,       2.2,      18.1,     85727,     50674,    188599,    917194,     57412,         0,         0,         0,         0,         0,    114903,     63930,    252786,   1157138,     73729,    147145,     84052,    323718,   1521337,     96180
        38,     30038,207.268944,       1.2,    1190.8,     81268,     48098,     97522,  57274637,     48163,       783,       421,       939,    501816,       422,    108694,     60540,    130433,  72091141,     60635,    144687,     82801,    173624,  98599823,     82923
        39,     30039, 82.626687,      57.9,     163.8,     70983,     42105,   4109924,   6896749,     53916,      2000,       964,    115784,    157891,      1388,     94754,     52873,   5486277,   8660601,     70003,    132904,     76055,   7695156,  12457876,     99307
        40,     30040,118.118363,     338.7,     255.3,     69374,     41247,  23497033,  10530480,     61556,      3193,      1911,   1081395,    487876,      2836,     92552,     51748,  31347430,  13211174,     81210,    132042,     75627,  44722779,  19307636,    116361
        41,     30041, 42.716753,     107.7,     471.7,     66533,     39690,   7165618,  18721819,     47983,      3426,      2424,    368938,   1143520,      2734,     88620,     49687,   9544354,  23437562,     61715,    129363,     73973,  13932423,  34892996,     91085
        42,     30042, 43.532671,      60.1,      81.6,     67810,     40517,   4075351,   3306197,     56633,      2557,      1722,    153685,    140536,      2215,     90465,     50787,   5436975,   4144207,     74217,    133649,     76482,   8032288,   6240964,    110240
        43,     30043, 79.992258,     177.9,      79.7,     64347,     38468,  11447306,   3065893,     59528,      1520,      1027,    270402,     81814,      1428,     85844,     48221,  15271717,   3843214,     78839,    130228,     74603,  23167641,   5945882,    119871
        44,     30044, 35.151657,     123.1,         0,     63234,     37807,   7784049,         0,     63234,         0,         0,         0,         0,         0,     84277,     47346,  10374493,         0,     84277,    129915,     74485,  15992505,         0,    129915
        45,     30045, 43.925164,      71.8,      25.8,     61995,     37065,   4451218,    956268,     58129,         0,         0,         0,         0,         0,     82621,     46415,   5932162,   1197500,     77006,    129330,     74203,   9285903,   1914443,    120782
        46,     30046,151.481435,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     66232,     38782,         0,         0,         0,         0,         0,         0,         0,         0,     89168,     49154,         0,         0,         0,    145989,     83812,         0,         0,         0
        48,     30048,456.875777,       5.1,         0,     75138,     44157,    383205,         0,     75138,         0,         0,         0,         0,         0,    101014,     55878,    515171,         0,    101014,    139915,     79866,    713565,         0,    139915
        49,     30049,239.937161,         0,     184.8,     85612,     50656,         0,   9361246,     50656,         0,         0,         0,         0,         0,    114694,     63864,         0,  11802153,     63864,    151087,     86381,         0,  15963196,     86381
        50,     30050,248.042036,       6.7,     348.4,     80344,     47623,    538306,  16591752,     48810,       812,       412,      5438,    143644,       427,    107406,     59895,    719621,  20867496,     61619,    147703,     84574,    989610,  29465602,     86865
        51,     30051, 46.653357,      10.1,      71.7,     73098,     43473,    738291,   3117050,     49878,      1600,       783,     16162,     56136,       960,     99192,     55462,   1001842,   3976600,     64915,    137141,     78607,   1385123,   5636126,     91261
        52,     30052, 45.509891,      46.0,    1800.4,     76872,     45724,   3536110,  82321096,     47208,      1931,      1220,     88811,   2196927,      1254,    102705,     57443,   4724428, 103420067,     59599,    145178,     83168,   6678182, 149735311,     86122
        53,     30053, 77.585652,     210.9,    1237.2,     70261,     41849,  14817960,  51775997,     48959,      2877,      1899,    606657,   2349439,      2144,     94090,     52684,  19843664,  65180359,     63045,    132194,     75769,  27879714,  93741740,     89889
        54,     30054, 72.913789,     163.2,     633.3,     68524,     40887,  11183114,  25893567,     50155,      3051,      2311,    497964,   1463504,      2559,     91321,     51207,  14903567,  32429175,     64659,    133927,     76637,  21856840,  48534475,     95849
        55,     30055, 75.013534,     152.5,     210.5,     69365,     41532,  10578194,   8742543,     57857,      2311,      1627,    352365,    342513,      2028,     93788,     52714,  14302647,  11096301,     76804,    133536,     76502,  20364298,  16103577,    109953
        56,     30056, 26.131260,      30.8,         0,     68552,     41064,   2111416,         0,     68552,         0,         0,         0,         0,         0,     92749,     52145,   2856675,         0,     92749,    134846,     77324,   4153252,         0,    134846
        57,     30057, 28.559692,      72.7,         0,     66437,     39720,   4829981,         0,     66437,         0,         0,         0,         0,         0,     88627,     49777,   6443148,         0,     88627,    134100,     76840,   9749095,         0,    134100
        58,     30058,252.494945,         0,         0,     60199,     35990,         0,         0,         0,         0,         0,         0,         0,         0,     80224,     45061,         0,         0,         0,    131983,     75849,         0,         0,         0
        59,     30059,190.274203,         0,         0,     79593,     47061,         0,         0,         0,         0,         0,         0,         0,         0,    106528,     59270,         0,         0,         0,    149922,     85933,         0,         0,         0
        60,     30060,195.748829,         0,         0,     69496,     41264,         0,         0,         0,      1178,       669,         0,         0,         0,     94244,     52621,         0,         0,         0,    139214,     79951,         0,         0,         0
        61,     30061, 88.242831,     200.1,         0,     74465,     44325,  14900443,         0,     74465,      1989,      1009,    398039,         0,      1989,    101101,     56553,  20230216,         0,    101101,    141596,     81235,  28333275,         0,    141596
        62,     30062, 75.224599,     187.6,      38.4,     78258,     46620,  14681117,   1790206,     75263,      2960,      1615,    555359,     62007,      2833,    106285,     59507,  19939046,   2285065,    101857,    145728,     83590,  27338617,   3209855,    139847
        63,     30063, 35.770124,      18.4,     194.3,     70842,     42095,   1303488,   8179038,     46591,      2125,       964,     39094,    187307,      1146,     96085,     53687,   1767969,  10431319,     60318,    132843,     76144,   2444315,  14794850,     85013
        64,     30064, 85.373297,     202.4,     132.9,     79346,     47371,  16059674,   6295655,     71316,      2945,      1858,    596082,    246886,      2672,    107707,     60415,  21799846,   8029129,     95830,    146683,     84160,  29688661,  11184805,    130981
        65,     30065, 97.758595,     264.1,      67.6,     69507,     41507,  18356911,   2805884,     66270,      3532,      2069,    932686,    139835,      3362,     94158,     52803,  24867177,   3569493,     89377,    131837,     75484,  34818038,   5102731,    125321
        66,     30066, 51.309541,     162.5,     126.0,     76613,     45902,  12449594,   5783604,     67901,      2784,      1918,    452477,    241717,      2539,    103941,     58433,  16890419,   7362599,     91031,    145149,     83168,  23586684,  10479229,    127566
        67,     30067, 57.422659,     137.0,     113.7,     70929,     42451,   9717320,   4826693,     62452,      3573,      2489,    489477,    283001,      3250,     96050,     53958,  13158842,   6135009,     83519,    134818,     77209,  18470121,   8778685,    117668
        68,     30068, 52.467391,     174.2,      36.2,     73360,     44015,  12779340,   1593339,     70544,      2226,      1540,    387690,     55756,      2160,     99575,     56028,  17345885,   2028228,     95396,    142722,     81835,  24862187,   2962421,    136880
        69,     30069, 57.773502,      25.8,      51.9,     69831,     41801,   1801646,   2169455,     55626,      2505,      1720,     64623,     89289,      2107,     94450,     53075,   2436806,   2754609,     73483,    137265,     78742,   3541446,   4086727,    107608
        70,     30070, 34.826126,      86.5,      22.8,     72059,     43225,   6233111,    985537,     68638,         0,         0,         0,         0,         0,     97741,     54996,   8454563,   1253919,     92669,    142135,     81558,  12294663,   1859515,    134947
        71,     30071,143.723585,         0,         0,     69475,     41650,         0,         0,         0,         0,         0,         0,         0,         0,     94255,     53014,         0,         0,         0,    142882,     82046,         0,         0,         0
        72,     30072, 34.086920,      77.8,      85.6,     69113,     41394,   5376997,   3543324,     59140,         0,         0,         0,         0,         0,     93472,     52548,   7272149,   4498079,     78749,    137831,     79097,  10723238,   6770661,    116700
        73,     30073,115.092528,       4.0,         0,     73213,     43967,    292854,         0,     73213,         0,         0,         0,         0,         0,     99569,     56057,    398276,         0,     99569,    147831,     84851,    591325,         0,    147831
        74,     30074,227.309852,         0,         0,     61661,     36501,         0,         0,         0,         0,         0,         0,         0,         0,     83549,     46530,         0,         0,         0,    136623,     78690,         0,         0,         0
        75,     30075,149.658472,     175.6,     365.2,     87555,     52124,  15374639,  19035596,     69305,      3458,      1962,    607211,    716530,      2687,    119256,     66735,  20941362,  24371453,     92203,    158047,     90542,  27752982,  33065979,    123276
        76,     30076,114.941966,     122.4,      29.0,     77180,     45960,   9446811,   1332838,     73810,      2372,      1261,    290278,     36567,      2252,    104964,     58718,  12847640,   1702830,     99972,    146226,     83895,  17898102,   2432964,    139498
        77,     30077, 80.280561,     182.4,     826.1,     82731,     49339,  15090213,  40758651,     59417,      3447,      1910,    628718,   1577986,      2374,    112527,     63044,  20524939,  52080316,     77979,    153184,     87875,  27940790,  72593428,    107587
        78,     30078,112.191671,     447.5,     235.7,     83168,     49661,  37217555,  11704993,     76065,      3560,      1943,   1593053,    457971,      3217,    113145,     63450,  50632331,  14955137,    102610,    155287,     89090,  69491015,  20998582,    141254
        79,     30079, 39.400546,     124.9,     366.6,     74177,     44395,   9264725,  16275251,     56312,      3363,      2189,    420043,    802615,      2659,    100697,     56540,  12577099,  20727521,     74209,    141741,     81239,  17703397,  29782111,    105448
        80,     30080, 46.560144,     238.1,     296.1,     80873,     48498,  19255825,  14360345,     68297,      4450,      2887,   1059618,    854819,      3843,    109941,     61850,  26176984,  18313656,     91260,    154152,     88312,  36703658,  26149074,    128577
        81,     30081,187.307320,      84.5,     248.1,     73195,     43970,   6184981,  10908850,     55662,      1685,      1031,    142414,    255801,      1293,     99582,     56073,   8414678,  13911824,     73480,    149192,     85641,  12606726,  21247474,    111065
        82,     30082,152.546581,     376.8,     436.3,     78386,     47003,  29535810,  20507203,     66723,      2822,      1852,   1063485,    808110,      2462,    106509,     59909,  40132606,  26138383,     89192,    151227,     86682,  56982470,  37819274,    127241
        83,     30083,113.808487,         0,     216.8,     88887,     52948,         0,  11479105,     52948,      4119,      2384,         0,    516821,      2384,    121042,     67766,         0,  14691711,     67766,    161807,     92701,         0,  20097471,     92701
        84,     30084, 53.080907,         0,     220.8,     85480,     51110,         0,  11285136,     51110,      5066,      3056,         0,    674704,      3056,    116431,     65365,         0,  14432494,     65365,    160634,     92149,         0,  20346567,     92149
        85,     30085, 57.165840,      41.6,     107.3,     80484,     48310,   3348141,   5183668,     62194,      4171,      2685,    173528,    288057,      3326,    109535,     61660,   4556639,   6616090,     82319,    156998,     89999,   6531124,   9656937,    118911
        86,     30086,388.510529,         0,      68.8,     89131,     52817,         0,   3633831,     52817,         0,         0,         0,         0,         0,    121541,     67754,         0,   4661471,     67754,    162918,     93349,         0,   6422439,     93349
        87,     30087,219.151682,         0,         0,     69430,     41845,         0,         0,         0,         0,         0,         0,         0,         0,     93611,     52773,         0,         0,         0,    135156,     77064,         0,         0,         0
        88,     30088,205.655239,         0,         0,     78054,     46977,         0,         0,         0,      1364,       888,         0,         0,         0,    104973,     59167,         0,         0,         0,    143371,     81679,         0,         0,         0
        89,     30089,199.281081,      61.4,     324.7,     82462,     49824,   5063166,  16177970,     58643,      2821,      1760,    173235,    571402,      2047,    110983,     62748,   6814349,  20374391,     75781,    149629,     85255,   9187211,  27682245,    102649
        90,     30090,271.340268,      56.3,     699.3,     81963,     48894,   4614543,  34191753,     53397,      3170,      1898,    178451,   1327099,      2071,    111942,     62708,   6302361,  43851896,     69412,    159514,     91597,   8980641,  64053807,    100845
        91,     30091,150.566799,     198.8,     117.4,     81198,     49059,  16142184,   5759535,     73751,      2964,      1847,    589274,    216827,      2705,    109252,     61770,  21719255,   7251829,     98249,    149052,     85008,  29631616,   9979902,    134212
        92,     30092,123.970634,     178.4,     141.2,     78620,     47339,  14025742,   6684321,     69615,      3743,      2398,    667748,    338654,      3356,    106966,     60298,  19082743,   8514087,     93532,    157843,     89874,  28159147,  12690145,    138276
        93,     30093,105.465780,         0,         0,     73567,     44362,         0,         0,         0,         0,         0,         0,         0,         0,     99148,     55926,         0,         0,         0,    144976,     82808,         0,         0,         0
        94,     30094,205.869884,      27.0,         0,     82268,     49379,   2221234,         0,     82268,      1905,      1207,     51446,         0,      1905,    111074,     62470,   2999007,         0,    111074,    146468,     84020,   3954646,         0,    146468
        95,     30095,184.642664,     243.2,     157.1,     84514,     51087,  20553746,   8025746,     76221,      3420,      2107,    831660,    331075,      3094,    113908,     64420,  27702487,  10120374,    101631,    155286,     88517,  37765522,  13906053,    138722
        96,     30096,163.787822,     270.2,      38.0,     83581,     50518,  22583671,   1919665,     81366,      2920,      1741,    788851,     66171,      2841,    112572,     63659,  30416924,   2419042,    109294,    154459,     88120,  41734764,   3348576,    150013
        97,     30097,742.242852,         0,         0,     81346,     48626,         0,         0,         0,         0,         0,         0,         0,         0,    110458,     61837,         0,         0,         0,    143955,     82388,         0,         0,         0
        98,     30098,515.762284,         0,         0,     91435,     54711,         0,         0,         0,         0,         0,         0,         0,         0,    123824,     69456,         0,         0,         0,    157450,     90246,         0,         0,         0
        99,     30099, 47.224552,         0,         0,     82230,     49377,         0,         0,         0,         0,         0,         0,         0,         0,    111516,     62694,         0,         0,         0,    151308,     86825,         0,         0,         0
       100,     30100,115.285769,      39.3,       2.1,     88224,     52967,   3467196,    111231,     87287,      2493,      1565,     97961,      3287,      2468,    119386,     67170,   4691852,    141057,    117998,    156031,     89471,   6132027,    187890,    154263
       101,     30101,226.520192,     406.5,     124.9,     88717,     53630,  36063601,   6698398,     83958,      3640,      2145,   1479496,    267959,      3437,    119763,     67740,  48683686,   8460693,    112706,    161545,     92095,  65668177,  11502618,    152125
       102,     30102,108.195519,         0,         0,     79371,     47662,         0,         0,         0,         0,         0,         0,         0,         0,    107707,     60534,         0,         0,         0,    155210,     89294,         0,         0,         0
       103,     30103,195.757101,     192.1,      13.9,     90107,     54122,  17309625,    752299,     88825,      2326,      1407,    446912,     19560,      2294,    122191,     68752,  23472940,    955659,    120287,    163076,     93587,  31326816,   1300855,    160599
       104,     30104,151.304957,      69.6,     116.0,     91907,     55574,   6396699,   6446624,     75200,      4124,      2555,    287044,    296427,      3403,    124197,     70259,   8644089,   8150034,     99395,    165108,     94030,  11491534,  10907440,    132425
       105,     30105, 98.772761,      47.9,      15.8,     95557,     57708,   4577187,    911786,     90100,      4204,      2599,    201349,     41065,      3972,    129247,     73059,   6190920,   1154330,    121146,    169666,     96768,   8126983,   1528939,    159155
       106,     30106,197.688337,      19.0,      30.4,     94338,     57039,   1792418,   1733986,     77564,      3999,      2476,     75982,     75258,      3314,    127667,     72216,   2425674,   2195368,    102731,    172768,     98459,   3282589,   2993163,    139351
       107,     30107, 55.090501,         0,         0,     93297,     56108,         0,         0,         0,         0,         0,         0,         0,         0,    126605,     71318,         0,         0,         0,    172055,     98591,         0,         0,         0
       108,     30108, 88.809657,      29.3,         0,     99648,     60025,   2919678,         0,     99648,      4142,      2535,    121370,         0,      4142,    135030,     76202,   3956369,         0,    135030,    177026,    101147,   5186870,         0,    177026
       109,     30109,946.304060,         0,         0,     99236,     59062,         0,         0,         0,         0,         0,         0,         0,         0,    134884,     75362,         0,         0,         0,    180082,    103281,         0,         0,         0
       110,     30110, 95.228257,       2.7,         0,     98714,     59284,    266527,         0,     98714,      2347,      1425,      6338,         0,      2347,    133977,     75421,    361737,         0,    133977,    175931,    100739,    475013,         0,    175931
       111,     30111,140.290589,         0,         0,    106245,     63303,         0,         0,         0,         0,         0,         0,         0,         0,    144231,     80709,         0,         0,         0,    183065,    104863,         0,         0,         0
       112,     30112,174.440973,       7.7,         0,    103429,     62034,    796406,         0,    103429,      2210,      1330,     17019,         0,      2210,    140481,     79009,   1081706,         0,    140481,    184776,    105711,   1422771,         0,    184776
       113,     30113,203.628024,      34.9,         0,    101188,     60952,   3531475,         0,    101188,      3446,      2085,    120260,         0,      3446,    137263,     77427,   4790485,         0,    137263,    183346,    104489,   6398761,         0,    183346
       114,     30114,154.264831,      43.1,       1.4,    102364,     61798,   4411893,     86517,    101702,      4589,      2794,    197770,      3912,      4559,    138814,     78437,   5982876,    109812,    137829,    186164,    105913,   8023662,    148278,    184854
       115,     30115, 90.072069,         0,      67.6,    117554,     70118,         0,   4739967,     70118,         0,         0,         0,         0,         0,    159386,     89313,         0,   6037571,     89313,    197537,    112879,         0,   7630591,    112879
       116,     30116,109.047060,         0,      22.1,    112691,     67313,         0,   1487620,     67313,      2414,      1436,         0,     31741,      1436,    153036,     85829,         0,   1896821,     85829,    195825,    112017,         0,   2475580,    112017
       117,     30117,104.898914,      22.6,      25.6,    107298,     64469,   2424935,   1650403,     91601,      4230,      2562,     95608,     65590,      3619,    145674,     82058,   3292232,   2100683,    122358,    191884,    109430,   4336581,   2801409,    161664
       118,     30118, 81.197058,       6.4,         0,    105773,     63760,    676948,         0,    105773,      4661,      2833,     29828,         0,      4661,    143533,     81020,    918611,         0,    143533,    193170,    109831,   1236289,         0,    193170
       119,     30119, 88.410214,       1.0,      35.8,    114967,     68530,    114967,   2453378,     70938,         0,         0,         0,         0,         0,    155889,     87300,    155889,   3125328,     90856,    202127,    115641,    202127,   4139960,    120126
       120,     30120,230.581588,      31.4,       1.4,    109598,     65512,   3441368,     91717,    108616,      2653,      1564,     83294,      2190,      2628,    148872,     83526,   4674572,    116937,    147417,    199140,    113863,   6252984,    159409,    197241
       121,     30121,115.036147,      41.6,       5.3,    104323,     63277,   4339851,    335366,    101816,      4710,      2828,    195937,     14989,      4595,    141450,     80218,   5884307,    425154,    137709,    189930,    107963,   7901096,    572203,    184922
       122,     30122,151.372238,      19.8,         0,    103274,     62645,   2044828,         0,    103274,      4321,      2582,     85558,         0,      4321,    140054,     79424,   2773066,         0,    140054,    189857,    107987,   3759165,         0,    189857
       123,     30123,117.795646,         0,         0,    101485,     60418,         0,         0,         0,         0,         0,         0,         0,         0,    137887,     77067,         0,         0,         0,    204651,    117476,         0,         0,         0
       124,     30124,123.415254,      76.1,       2.3,    102240,     61980,   7780437,    142553,    101628,      2901,      1682,    220787,      3869,      2883,    138899,     78701,  10570194,    181011,    137984,    183819,    105177,  13988613,    241907,    182623
       125,     30125, 61.781836,      64.1,      64.3,    108280,     65646,   6940729,   4221011,     93836,      4820,      2838,    308944,    182487,      4148,    146957,     83328,   9419921,   5357972,    125401,    189639,    108396,  12155855,   6969881,    162116
       126,     30126,198.242357,     175.4,       8.6,    106397,     64523,  18662030,    554895,    105374,      4178,      2439,    732895,     20973,      4136,    144461,     81909,  25338525,    704421,    142933,    190427,    108903,  33400934,    936567,    188436
       127,     30127,127.818309,      95.2,         0,    105308,     63829,  10025361,         0,    105308,      3104,      1783,    295542,         0,      3104,    143179,     81123,  13630615,         0,    143179,    189867,    108564,  18075321,         0,    189867
       128,     30128,100.177029,      62.2,       5.6,    111867,     67812,   6958130,    379744,    109930,      4703,      2757,    292504,     15437,      4617,    152072,     86199,   9458885,    482714,    149176,    196278,    112048,  12208463,    627469,    192575
       129,     30129,233.679796,      20.7,         0,    115763,     70151,   2396289,         0,    115763,      4380,      2546,     90670,         0,      4380,    157652,     89312,   3263396,         0,    157652,    204132,    116421,   4225533,         0,    204132
       130,     30130,102.635968,      65.5,       1.1,    109743,     66526,   7188165,     73178,    109375,      3987,      2338,    261121,      2572,      3973,    149219,     84573,   9773824,     93030,    148669,    197486,    112857,  12935348,    124142,    196767
       131,     30131,120.748304,      65.2,         0,    113104,     68556,   7374405,         0,    113104,      4386,      2529,    285985,         0,      4386,    153899,     87214,  10034245,         0,    153899,    204058,    116522,  13304592,         0,    204058
       132,     30132,262.933622,      34.5,       4.3,    124130,     75147,   4282490,    323131,    121199,      4851,      2715,    167374,     11676,      4724,    169359,     95858,   5842887,    412188,    164960,    217639,    123868,   7508546,    532634,    212027
       133,     30133,420.264584,     146.1,      10.5,    123045,     74487,  17976858,    782109,    121326,      4149,      2312,    606120,     24278,      4084,    167897,     95022,  24529819,    997727,    165317,    215169,    122400,  31436182,   1285197,    211884
       134,     30134,971.602594,       4.0,         0,    119975,     72880,    479900,         0,    119975,         0,         0,         0,         0,         0,    164112,     92968,    656447,         0,    164112,    225814,    127234,    903258,         0,    225814
