TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        11,     30011,1280.56028,       5.4,         0,     69987,     43278,    377927,         0,     69987,         0,         0,         0,         0,         0,     99128,     56777,    535291,         0,     99128,    144189,     85122,    778623,         0,    144189
        12,     30012,599.771853,      16.2,         0,     77636,     47952,   1257697,         0,     77636,         0,         0,         0,         0,         0,    109674,     62781,   1776720,         0,    109674,    146195,     86286,   2368354,         0,    146195
        13,     30013,278.359848,         0,         0,     86364,     53534,         0,         0,         0,         0,         0,         0,         0,         0,    121913,     70019,         0,         0,         0,    152627,     90041,         0,         0,         0
        14,     30014,227.153493,         0,         0,     82913,     51348,         0,         0,         0,         0,         0,         0,         0,         0,    116934,     67112,         0,         0,         0,    148028,     87355,         0,         0,         0
        15,     30015,3152.46340,       1.0,     276.5,     65391,     40332,     65391,  11151690,     40502,         0,         0,         0,         0,         0,     92344,     52787,     92344,  14595578,     53055,    120202,     70705,    120202,  19549856,     71040
        16,     30016,746.812178,       7.4,      66.8,     75188,     46723,    556393,   3121114,     51646,         0,         0,         0,         0,         0,    105798,     60887,    782908,   4067252,     68653,    145276,     85775,   1075046,   5729772,     96064
        17,     30017,407.588378,       7.2,         0,     78769,     48864,    567133,         0,     78769,         0,         0,         0,         0,         0,    111320,     63943,    801501,         0,    111320,    150481,     88827,   1083465,         0,    150481
        18,     30018,309.030427,         0,     724.9,     80629,     50044,         0,  36276882,     50044,         0,         0,         0,         0,         0,    113615,     65314,         0,  47346174,     65314,    151983,     89750,         0,  65059918,     89750
        19,     30019,196.205397,     172.9,      40.9,     71849,     44828,  12422758,   1833477,     68840,      1713,      1088,    296199,     44509,      1644,    100724,     58193,  17415149,   2380077,     95987,    147615,     87280,  25522629,   3569765,    140895
        20,     30020,173.846732,     156.1,     106.3,     65995,     41310,  10301745,   4391201,     59450,      2412,      1530,    376445,    162675,      2178,     92326,     53495,  14412166,   5686567,     82031,    144916,     85675,  22621396,   9107245,    129209
        21,     30021,128.632214,         0,     426.9,     77781,     48316,         0,  20625911,     48316,         0,         0,         0,         0,         0,    109409,     62951,         0,  26873874,     62951,    153257,     90585,         0,  38670595,     90585
        22,     30022,104.210697,      11.3,      45.0,     76552,     47581,    865035,   2141156,     56897,         0,         0,         0,         0,         0,    107621,     61962,   1216122,   2788274,     76643,    153822,     90982,   1738185,   4094190,    111188
        23,     30023,135.607746,      23.6,     115.2,     75166,     46784,   1773924,   5389489,     54698,      1153,       621,     27209,     71581,       770,    105498,     60828,   2489746,   7007372,     73284,    153686,     90886,   3626984,  10470077,    108397
        24,     30024,101.657431,     110.0,       6.2,     73555,     45872,   8091030,    284407,     72752,      2231,      1325,    245385,      8217,      2205,    103110,     59559,  11342105,    369267,    101847,    153147,     90568,  16846167,    561522,    151332
        25,     30025,113.044793,     295.1,     148.8,     70476,     44112,  20797385,   6563913,     64917,      3565,      2209,   1052144,    328708,      3279,     98620,     57137,  29102780,   8502045,     89874,    150920,     89248,  44536546,  13280084,    137918
        26,     30026, 56.631464,     183.0,     177.2,     69471,     43560,  12713215,   7718874,     60685,      4214,      2693,    771078,    477259,      3698,     97122,     56357,  17773379,   9986425,     83300,    151539,     89650,  27731586,  15886066,    130554
        27,     30027,153.111351,         0,         0,     76785,     47609,         0,         0,         0,         0,         0,         0,         0,         0,    107924,     62007,         0,         0,         0,    144502,     85383,         0,         0,         0
        28,     30028,203.300975,      31.9,     190.4,     74712,     46448,   2383310,   8843771,     53239,      1043,       606,     33283,    115422,       711,    104711,     60315,   3340276,  11483973,     70981,    143607,     85004,   4581066,  16184826,     99083
        29,     30029, 83.574133,     159.5,       2.8,     71580,     44694,  11417009,    125144,     71332,      2656,      1374,    423556,      3848,      2644,    100364,     58041,  16008036,    162516,     99974,    142607,     84411,  22745893,    236352,    142071
        30,     30030,108.781129,     309.3,      83.3,     68506,     42971,  21188766,   3579507,     65317,      3922,      2331,   1212990,    194206,      3723,     95904,     55679,  29663192,   4638094,     90881,    146864,     87008,  45425071,   7247776,    139390
        31,     30031, 64.047264,     196.7,     180.3,     69551,     43654,  13680616,   7870801,     61085,      3863,      2681,    759804,    483397,      3476,     97281,     56501,  19135110,  10187086,     83950,    141313,     83758,  27796332,  15101577,    122499
        32,     30032, 46.605744,     116.2,       2.8,     67385,     42254,   7830182,    118312,     67069,      2908,      1851,    337881,      5182,      2894,     94227,     54683,  10949235,    153114,     93729,    148750,     88046,  17284728,    246528,    147985
        33,     30033, 64.212087,     144.1,      10.5,     66199,     41574,   9539325,    436526,     65284,      2917,      1861,    420276,     19543,      2877,     92555,     53793,  13337155,    564826,     91114,    136312,     80859,  19642536,    849015,    134251
        34,     30034, 67.305935,     173.3,      16.3,     64689,     40554,  11210584,    661029,     63543,      2051,      1308,    355511,     21314,      2016,     90552,     52529,  15692699,    856228,     88747,    146820,     86986,  25443871,   1417875,    143980
        35,     30035, 80.425663,     257.1,         0,     63339,     39816,  16284529,         0,     63339,      1741,      1104,    447597,         0,      1741,     88681,     51585,  22799971,         0,     88681,    134223,     79453,  34508628,         0,    134223
        36,     30036, 66.078085,      97.3,         0,     58956,     37052,   5736384,         0,     58956,         0,         0,         0,         0,         0,     82467,     47973,   8023998,         0,     82467,    134946,     79783,  13130253,         0,    134946
        37,     30037,213.267221,       7.4,      30.7,     86945,     53996,    643396,   1657685,     64299,         0,         0,         0,         0,         0,    122486,     70476,    906393,   2163615,     86739,    157059,     92785,   1162233,   2848490,    112882
        38,     30038,207.268944,       1.5,    1206.8,     82424,     51271,    123636,  61873428,     51344,       813,       466,      1219,    561996,       467,    115826,     66744,    173739,  80547249,     66859,    154390,     91368,    231585, 110262309,     91515
        39,     30039, 82.626687,      62.6,     171.0,     71961,     44882,   4504748,   7674868,     55947,      2063,      1069,    129173,    182872,      1476,    100908,     58291,   6316859,   9967845,     75705,    141764,     83898,   8874410,  14346603,    107543
        40,     30040,118.118363,     338.7,     257.9,     70334,     43977,  23821962,  11341624,     62757,      3274,      2067,   1108951,    533085,      2927,     98555,     57051,  33380619,  14713549,     86624,    140836,     83428,  47701153,  21516039,    124333
        41,     30041, 42.716753,     107.7,     515.5,     67480,     42333,   7267561,  21822888,     49445,      3508,      2623,    377768,   1351975,      2873,     94342,     54775,  10160655,  28236675,     65965,    138066,     81885,  14869670,  42211552,     97773
        42,     30042, 43.532671,      63.6,      81.7,     68758,     43204,   4372981,   3529785,     58409,      2654,      1882,    168809,    153775,      2342,     96313,     55987,   6125531,   4574160,     79982,    142641,     84649,   9071946,   6915791,    119155
        43,     30043, 79.992258,     187.8,      80.5,     65225,     41000,  12249235,   3300497,     60741,      1575,      1122,    295730,     90315,      1491,     91367,     53137,  17158686,   4277492,     84291,    138853,     82253,  26076540,   6621332,    128377
        44,     30044, 35.151657,     134.9,         0,     64098,     40296,   8646803,         0,     64098,         0,         0,         0,         0,         0,     89694,     52170,  12099754,         0,     89694,    138512,     82115,  18685210,         0,    138512
        45,     30045, 43.925164,     100.3,      25.8,     62839,     39505,   6302770,   1019226,     60040,         0,         0,         0,         0,         0,     87925,     51141,   8818894,   1319430,     83513,    137881,     81798,  13829509,   2110382,    131155
        46,     30046,151.481435,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     67161,     41303,         0,         0,         0,         0,         0,         0,         0,         0,     95016,     54175,         0,         0,         0,    155884,     92615,         0,         0,         0
        48,     30048,456.875777,       6.9,         0,     76194,     47035,    525742,         0,     76194,         0,         0,         0,         0,         0,    107661,     61593,    742859,         0,    107661,    149410,     88237,   1030931,         0,    149410
        49,     30049,239.937161,         0,     221.2,     86841,     53999,         0,  11944645,     53999,         0,         0,         0,         0,         0,    122260,     70411,         0,  15574965,     70411,    161281,     95356,         0,  21092656,     95356
        50,     30050,248.042036,      22.7,     387.4,     81502,     50799,   1850086,  19679533,     53856,       836,       457,     18985,    176878,       494,    114451,     66056,   2598040,  25590121,     70875,    157618,     93367,   3577931,  36170238,     99765
        51,     30051, 46.653357,      23.9,      76.6,     73803,     46174,   1763899,   3536955,     56414,      1651,       867,     39450,     66386,      1157,    105651,     61167,   2525071,   4685373,     77654,    146298,     86742,   3496526,   6644426,    108815
        52,     30052, 45.509891,      46.0,    1800.4,     77923,     48743,   3584458,  87756758,     50085,      2051,      1372,     94328,   2469542,      1403,    109407,     63346,   5032733, 114048674,     65465,    154879,     91735,   7124454, 165160176,     94640
        53,     30053, 77.585652,     215.5,    1237.3,     71237,     44638,  15351520,  55230198,     51218,      3159,      2183,    680777,   2701028,      2424,    100192,     58093,  21591326,  71878434,     68508,    140982,     83570,  30381594, 103400783,     97773
        54,     30054, 72.913789,     166.7,     643.8,     69488,     43612,  11583657,  28077211,     52106,      3294,      2507,    549130,   1614195,      2766,     97228,     56457,  16207969,  36346847,     69841,    142951,     84841,  23830004,  54620745,    103917
        55,     30055, 75.013534,     154.4,     210.5,     70077,     44142,  10819844,   9291926,     59200,      2469,      1782,    381282,    375158,      2181,     99859,     58108,  15418262,  12231657,     82349,    142392,     84356,  21985273,  17756889,    118052
        56,     30056, 26.131260,      32.8,         0,     69248,     43637,   2271347,         0,     69248,         0,         0,         0,         0,         0,     98750,     57479,   3238993,         0,     98750,    143789,     85259,   4716291,         0,    143789
        57,     30057, 28.559692,      77.4,         0,     67354,     42337,   5213187,         0,     67354,         0,         0,         0,         0,         0,     94339,     54857,   7301841,         0,     94339,    143000,     84727,  11068203,         0,    143000
        58,     30058,252.494945,         0,         0,     61032,     38357,         0,         0,         0,         0,         0,         0,         0,         0,     85365,     49644,         0,         0,         0,    140719,     83637,         0,         0,         0
        59,     30059,190.274203,         0,         0,     80754,     50202,         0,         0,         0,         0,         0,         0,         0,         0,    113519,     65361,         0,         0,         0,    160019,     94872,         0,         0,         0
        60,     30060,195.748829,         0,         0,     70182,     43844,         0,         0,         0,      1233,       747,         0,         0,         0,    100368,     58035,         0,         0,         0,    148535,     88265,         0,         0,         0
        61,     30061, 88.242831,     212.5,         0,     75199,     47092,  15979852,         0,     75199,      2072,      1132,    440217,         0,      2072,    107699,     62376,  22886134,         0,    107699,    151068,     89651,  32102021,         0,    151068
        62,     30062, 75.224599,     195.4,      48.0,     79006,     49522,  15437752,   2377060,     75610,      3098,      1806,    605289,     86696,      2949,    113244,     65637,  22127928,   3150558,    107762,    155479,     92230,  30380556,   4427035,    148195
        63,     30063, 35.770124,      19.6,     194.3,     71529,     44717,   1401975,   8688490,     49005,      2195,      1079,     43017,    209588,      1257,    102329,     59208,   2005652,  11504061,     66105,    141693,     84019,   2777189,  16324876,     93243
        64,     30064, 85.373297,     206.4,     142.5,     80141,     50365,  16541068,   7177063,     72166,      3117,      2053,    643395,    292600,      2832,    114761,     66640,  23686651,   9496229,    101873,    156484,     92833,  32298280,  13228693,    139436
        65,     30065, 97.758595,     265.3,      68.2,     70193,     44102,  18622121,   3007749,     67065,      3684,      2229,    977348,    152042,      3510,    100268,     58232,  26601163,   3971433,     95229,    140691,     83527,  37325405,   5696520,    133839
        66,     30066, 51.309541,     162.5,     129.8,     77365,     48768,  12571839,   6330049,     68861,      2940,      2100,    477718,    272644,      2690,    110725,     64429,  17992807,   8362823,     96958,    154821,     91715,  25158478,  11904607,    136056
        67,     30067, 57.422659,     137.0,     113.8,     71641,     45117,   9814819,   5134338,     63535,      3750,      2728,    513733,    310473,      3438,    102280,     59487,  14012391,   6769613,     89202,    143775,     85146,  19697235,   9689608,    125858
        68,     30068, 52.467391,     174.2,      36.2,     74069,     46763,  12902783,   1692806,     71360,      2322,      1682,    404457,     60870,      2258,    106055,     61775,  18474793,   2236267,    101663,    152216,     90237,  26516101,   3266572,    146069
        69,     30069, 57.773502,      27.7,      61.4,     70541,     44427,   1953976,   2727798,     56436,      2635,      1911,     72981,    117364,      2244,    100567,     58508,   2785713,   3592411,     77851,    146391,     86841,   4055032,   5332028,    114227
        70,     30070, 34.826126,      90.2,      23.2,     72761,     45931,   6563075,   1065607,     69544,         0,         0,         0,         0,         0,    104092,     60636,   9389086,   1406759,     98880,    151582,     89923,  13672688,   2086210,    144187
        71,     30071,143.723585,         0,         0,     70159,     44263,         0,         0,         0,         0,         0,         0,         0,         0,    100371,     58452,         0,         0,         0,    152374,     90470,         0,         0,         0
        72,     30072, 34.086920,      84.3,      85.5,     69817,     43992,   5885557,   3761333,     60790,         0,         0,         0,         0,         0,     99521,     57924,   8389613,   4952502,     84981,    146983,     87216,  12390687,   7456978,    126092
        73,     30073,115.092528,       4.1,         0,     73915,     46712,    303051,         0,     73915,         0,         0,         0,         0,         0,    106060,     61816,    434847,         0,    106060,    157654,     93535,    646382,         0,    157654
        74,     30074,227.309852,         0,         0,     62277,     38791,         0,         0,         0,         0,         0,         0,         0,         0,     88942,     51311,         0,         0,         0,    145778,     86911,         0,         0,         0
        75,     30075,149.658472,     266.5,     432.9,     88414,     55382,  23562361,  23974866,     73135,      3593,      2205,    957576,    954490,      2951,    127144,     73623,  33883948,  31871305,    102388,    168690,     99926,  44955851,  43257837,    136883
        76,     30076,114.941966,     223.8,      49.2,     77922,     48847,  17438999,   2403280,     74889,      2479,      1428,    554849,     70269,      2370,    111847,     64786,  25031270,   3187468,    106937,    156020,     92598,  34917226,   4555811,    149403
        77,     30077, 80.280561,     276.8,     860.9,     83530,     52416,  23120983,  45125098,     64166,      3597,      2139,    995696,   1841710,      2690,    119931,     69549,  33197031,  59874672,     88576,    163471,     96970,  45248688,  83481081,    122084
        78,     30078,112.191671,     487.6,     257.5,     83956,     52743,  40936977,  13581227,     77132,      3713,      2150,   1810418,    553577,      3371,    120581,     69982,  58795372,  18020290,    109519,    165701,     98298,  80795590,  25311683,    150964
        79,     30079, 39.400546,     243.6,     378.7,     74903,     47172,  18246270,  17863918,     62378,      3777,      2578,    919994,    976125,      3235,    107268,     62366,  26130423,  23617888,     86987,    151299,     89898,  36856511,  34044414,    123567
        80,     30080, 46.560144,     346.5,     312.9,     76240,     48103,  26417191,  15051479,     67134,      4711,      3208,   1632191,   1003838,      4224,    109286,     63604,  37867631,  19901798,     94503,    154965,     91860,  53695521,  28743051,    134543
        81,     30081,187.307320,     104.0,     268.5,     73894,     46718,   7684970,  12543671,     58195,      1785,      1163,    185687,    312181,      1426,    106077,     61836,  11031964,  16602984,     80520,    159129,     94444,  16549415,  25358273,    121762
        82,     30082,152.546581,     376.8,     455.5,     78751,     49703,  29673450,  22639722,     67410,      2793,      2027,   1052386,    923461,      2494,    112906,     65734,  42542990,  29941758,     94489,    160615,     95188,  60519810,  43358223,    135071
        83,     30083,113.808487,         0,     226.3,     89763,     56255,         0,  12730417,     56255,      4299,      2702,         0,    611465,      2702,    129050,     74763,         0,  16918952,     74763,    172724,    102322,         0,  23155392,    102322
        84,     30084, 53.080907,         0,     230.1,     86268,     54276,         0,  12488912,     54276,      5164,      3350,         0,    770840,      3350,    124104,     72098,         0,  16589776,     72098,    171416,    101646,         0,  23388671,    101646
        85,     30085, 57.165840,      46.8,     115.6,     81218,     51327,   3800979,   5933358,     64273,      4322,      2969,    202263,    343251,      3555,    116694,     67995,   5461260,   7860255,     89088,    167520,     99268,   7839951,  11475371,    128831
        86,     30086,388.510529,         0,      90.9,     90064,     56114,         0,   5100797,     56114,         0,         0,         0,         0,         0,    129614,     74735,         0,   6793387,     74735,    173966,    103069,         0,   9368980,    103069
        87,     30087,219.151682,         0,         0,     69315,     44038,         0,         0,         0,         0,         0,         0,         0,         0,     98287,     57405,         0,         0,         0,    142233,     83870,         0,         0,         0
        88,     30088,205.655239,         0,         0,     77937,     49448,         0,         0,         0,      1444,       959,         0,         0,         0,    110246,     64370,         0,         0,         0,    150852,     88827,         0,         0,         0
        89,     30089,199.281081,     106.1,     328.0,     82282,     52383,   8730094,  17181738,     63717,      3012,      1990,    319528,    652595,      2377,    116518,     68216,  12362526,  22374838,     86526,    157378,     92654,  16697760,  30390626,    117190
        90,     30090,271.340268,      70.8,     704.2,     82692,     51918,   5854609,  36560618,     56826,      3237,      2076,    229210,   1461730,      2261,    119317,     69188,   8447630,  48722001,     77183,    170245,    101082,  12053349,  71181668,    112113
        91,     30091,150.566799,     219.7,     117.4,     81028,     51589,  17801748,   6056576,     74532,      3108,      2058,    682920,    241561,      2877,    114703,     67154,  25200280,   7883914,    104211,    156759,     92370,  34439851,  10844279,    142551
        92,     30092,123.970634,     188.7,     158.5,     79302,     50248,  14964208,   7964333,     70354,      3890,      2650,    734072,    419981,      3508,    113941,     66474,  21500607,  10536189,     99322,    168744,     99655,  31841944,  15795260,    147466
        93,     30093,105.465780,         0,         0,     73440,     46669,         0,         0,         0,         0,         0,         0,         0,         0,    104104,     60826,         0,         0,         0,    152608,     90109,         0,         0,         0
        94,     30094,205.869884,      34.7,         0,     81886,     51758,   2841450,         0,     81886,      2063,      1338,     71588,         0,      2063,    116438,     67795,   4040396,         0,    116438,    153992,     91424,   5343516,         0,    153992
        95,     30095,184.642664,     260.4,     168.7,     84290,     53682,  21949191,   9056200,     76469,      3575,      2338,    931033,    394445,      3259,    119597,     70016,  31143136,  11811635,    106927,    163355,     96204,  42537697,  16229687,    146196
        96,     30096,163.787822,     270.2,      45.6,     83381,     53095,  22529607,   2421130,     80895,      3363,      2141,    908690,     97617,      3263,    118190,     69194,  31935037,   3155248,    114169,    162470,     95753,  43899406,   4366341,    156994
        97,     30097,742.242852,         0,         0,     82374,     51791,         0,         0,         0,         0,         0,         0,         0,         0,    117805,     68189,         0,         0,         0,    153778,     91062,         0,         0,         0
        98,     30098,515.762284,         0,         0,     92598,     58263,         0,         0,         0,         0,         0,         0,         0,         0,    132076,     76590,         0,         0,         0,    168169,     99678,         0,         0,         0
        99,     30099, 47.224552,         0,         0,     81768,     51695,         0,         0,         0,         0,         0,         0,         0,         0,    116902,     68007,         0,         0,         0,    159124,     94498,         0,         0,         0
       100,     30100,115.285769,      68.6,       2.1,     87723,     55450,   6017813,    116446,     87208,      2684,      1728,    184094,      3629,      2668,    125155,     72855,   8585607,    152996,    124320,    164046,     97318,  11253526,    204369,    162981
       101,     30101,226.520192,     424.2,     127.8,     88423,     56312,  37509105,   7196729,     84003,      3803,      2375,   1613232,    303576,      3606,    125748,     73597,  53342227,   9405751,    118569,    169932,    100052,  72085057,  12786708,    160313
       102,     30102,108.195519,         0,         0,     78933,     49906,         0,         0,         0,         0,         0,         0,         0,         0,    112906,     65669,         0,         0,         0,    163309,     97218,         0,         0,         0
       103,     30103,195.757101,     207.1,      15.8,     89553,     56616,  18546482,    894527,     88274,      2427,      1553,    502678,     24545,      2393,    128097,     74553,  26528878,   1177935,    126017,    171500,    101797,  35517683,   1608400,    168792
       104,     30104,151.304957,      86.1,     116.0,     91572,     58317,   7884390,   6764779,     77721,      4305,      2810,    370629,    325980,      3682,    130403,     76323,  11227690,   8853521,    107878,    173674,    102150,  14953296,  11849427,    143883
       105,     30105, 98.772761,      74.1,      23.2,     95002,     60435,   7039618,   1402098,     90083,      4435,      2877,    328651,     66748,      4214,    135491,     79217,  10039901,   1837825,    127484,    178143,    104963,  13200360,   2435153,    167730
       106,     30106,197.688337,      30.2,      41.3,     93943,     59816,   2837068,   2470416,     79605,      4215,      2743,    127295,    113275,      3596,    134058,     78427,   4048543,   3239042,    110685,    181711,    106939,   5487658,   4416594,    150296
       107,     30107, 55.090501,         0,         0,     92654,     58644,         0,         0,         0,         0,         0,         0,         0,         0,    132692,     77296,         0,         0,         0,    180963,    107250,         0,         0,         0
       108,     30108, 88.809657,      93.3,         0,     98980,     62774,   9234872,         0,     98980,      4296,      2775,    400839,         0,      4296,    141529,     82590,  13204630,         0,    141529,    186108,    109954,  17363886,         0,    186108
       109,     30109,946.304060,         0,         0,    100415,     62758,         0,         0,         0,         0,         0,         0,         0,         0,    143948,     83067,         0,         0,         0,    192416,    114056,         0,         0,         0
       110,     30110, 95.228257,       7.9,         0,     97977,     61909,    774015,         0,     97977,      2437,      1566,     19252,         0,      2437,    140404,     81711,   1109189,         0,    140404,    184969,    109525,   1461253,         0,    184969
       111,     30111,140.290589,         0,         0,    107476,     67258,         0,         0,         0,         0,         0,         0,         0,         0,    153913,     88935,         0,         0,         0,    195598,    115779,         0,         0,         0
       112,     30112,174.440973,      21.4,         0,    103586,     65300,   2216744,         0,    103586,      2311,      1466,     49456,         0,      2311,    148638,     86365,   3180844,         0,    148638,    195966,    115841,   4193671,         0,    195966
       113,     30113,203.628024,      67.8,         0,    100091,     63446,   6786173,         0,    100091,      3681,      2344,    249568,         0,      3681,    143354,     83575,   9719434,         0,    143354,    192143,    113047,  13027269,         0,    192143
       114,     30114,154.264831,      72.1,       1.5,    102176,     64904,   7366878,     97356,    101769,      4821,      3071,    347587,      4606,      4802,    146271,     85420,  10546104,    128131,    145607,    196510,    115350,  14168336,    173025,    195625
       115,     30115, 90.072069,         0,      73.5,    118930,     74481,         0,   5474363,     74481,         0,         0,         0,         0,         0,    170091,     98416,         0,   7233553,     98416,    211091,    124581,         0,   9156677,    124581
       116,     30116,109.047060,         0,      23.9,    113814,     71387,         0,   1706159,     71387,      2543,      1595,         0,     38126,      1595,    163262,     94546,         0,   2259658,     94546,    209236,    123586,         0,   2953703,    123586
       117,     30117,104.898914,      24.3,      27.9,    108268,     68383,   2630903,   1907876,     93182,      4446,      2833,    108030,     79029,      3836,    155306,     90349,   3773941,   2520746,    130737,    204835,    120648,   4977502,   3366089,    172993
       118,     30118, 81.197058,      14.4,         0,    106762,     67673,   1537374,         0,    106762,      4924,      3139,     70900,         0,      4924,    153010,     89211,   2203344,         0,    153010,    205971,    120747,   2965979,         0,    205971
       119,     30119, 88.410214,       1.0,      35.8,    116328,     72805,    116328,   2606408,     74984,         0,         0,         0,         0,         0,    166377,     96224,    166377,   3444836,     99738,    215974,    127590,    215974,   4567707,    132016
       120,     30120,230.581588,      51.8,       1.4,    110689,     69487,   5733672,     97282,    110107,      2515,      1559,    130298,      2183,      2502,    158821,     92009,   8226947,    128813,    157878,    212777,    125596,  11021855,    175834,    211546
       121,     30121,115.036147,      43.6,       6.0,    105364,     67190,   4593879,    403142,    102770,      3618,      2264,    157748,     13581,      3526,    150826,     88345,   6576004,    530073,    146580,    202771,    119042,   8840819,    714255,    197081
       122,     30122,151.372238,      34.8,         0,    104302,     66519,   3629709,         0,    104302,      3444,      2151,    119850,         0,      3444,    149336,     87472,   5196898,         0,    149336,    202673,    119046,   7053029,         0,    202673
       123,     30123,117.795646,         0,         0,    102695,     64198,         0,         0,         0,         0,         0,         0,         0,         0,    147159,     84949,         0,         0,         0,    218649,    129573,         0,         0,         0
       124,     30124,123.415254,      80.7,       2.3,    103260,     65796,   8333043,    151331,    102702,      3066,      1880,    247408,      4323,      3048,    148128,     86669,  11953912,    199338,    147214,    196274,    116026,  15839333,    266859,    195080
       125,     30125, 61.781836,      65.9,      64.4,    109327,     69681,   7204644,   4487486,     95802,      5137,      3195,    338529,    205735,      4474,    156728,     91762,  10328390,   5909454,    134565,    202488,    119529,  13343992,   7697658,    174188
       126,     30126,198.242357,     175.4,       9.1,    107432,     68492,  18843616,    623279,    106390,      4439,      2721,    778573,     24759,      4393,    154059,     90196,  27021982,    820782,    152351,    203307,    120080,  35660096,   1092725,    201081
       127,     30127,127.818309,      97.2,         0,    106337,     67743,  10335914,         0,    106337,      3273,      1981,    318101,         0,      3273,    152714,     89326,  14843808,         0,    152714,    202758,    119749,  19708078,         0,    202758
       128,     30128,100.177029,      71.1,       5.7,    112933,     71943,   8029546,    410077,    111263,      5021,      3061,    356996,     17449,      4941,    162202,     94912,  11532539,    540999,    159460,    209605,    123558,  14902928,    704280,    206099
       129,     30129,233.679796,      31.6,         0,    116859,     74381,   3692755,         0,    116859,      3449,      2058,    108975,         0,      3449,    168185,     98324,   5314631,         0,    168185,    218016,    128349,   6889313,         0,    218016
       130,     30130,102.635968,      68.0,       1.3,    110784,     70580,   7533293,     91754,    110381,      4378,      2654,    297701,      3450,      4361,    159157,     93120,  10822703,    121056,    158495,    210867,    124409,  14338975,    161732,    210000
       131,     30131,120.748304,      71.4,         0,    114180,     72711,   8152451,         0,    114180,      4337,      2618,    309658,         0,      4337,    164163,     96022,  11721269,         0,    164163,    217890,    128415,  15557335,         0,    217890
       132,     30132,262.933622,      42.2,       4.9,    125263,     79629,   5286119,    390182,    122619,      5187,      2988,    218892,     14641,      5060,    180709,    105513,   7625902,    517016,    176351,    232430,    136470,   9808531,    668705,    226868
       133,     30133,420.264584,     149.2,      11.6,    124175,     78933,  18526907,    915622,    122385,      4446,      2545,    663367,     29524,      4371,    179153,    104591,  26729604,   1213255,    176203,    229828,    134891,  34290406,   1564739,    226072
       134,     30134,971.602594,       4.2,         0,    121112,     77335,    508672,         0,    121112,         0,         0,         0,         0,         0,    175195,    102391,    735819,         0,    175195,    241423,    140260,   1013975,         0,    241423
