TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        11,     30011,1280.56028,       8.3,         0,     80688,     61842,    669713,         0,     80688,         0,         0,         0,         0,         0,    114257,     81178,    948331,         0,    114257,    168911,    123367,   1401960,         0,    168911
        12,     30012,599.771853,      21.4,         0,     90460,     69319,   1935835,         0,     90460,         0,         0,         0,         0,         0,    127223,     90432,   2722578,         0,    127223,    171978,    125501,   3680339,         0,    171978
        13,     30013,278.359848,      14.4,         0,    100537,     77296,   1447736,         0,    100537,         0,         0,         0,         0,         0,    141436,    100860,   2036680,         0,    141436,    179361,    130681,   2582802,         0,    179361
        14,     30014,227.153493,      24.7,         0,     96641,     74224,   2387031,         0,     96641,         0,         0,         0,         0,         0,    135658,     96650,   3350746,         0,    135658,    173953,    126702,   4296643,         0,    173953
        15,     30015,3152.46340,       1.0,     321.3,     76443,     58437,     76443,  18775863,     58527,         0,         0,         0,         0,         0,    107054,     75888,    107054,  24382826,     76043,    141240,    102409,    141240,  32903985,    102602
        16,     30016,746.812178,      87.4,      66.9,        66,        86,      5746,      5746,        72,         0,         0,         0,         0,         0,        66,        86,      5746,      5746,        72,        67,        87,      5847,      5847,        74
        17,     30017,407.588378,     254.5,         0,     89332,     68665,  22734968,         0,     89332,         0,         0,         0,         0,         0,    126168,     89890,  32109784,         0,    126168,    173585,    126574,  44177386,         0,    173585
        18,     30018,309.030427,         0,     829.7,     94003,     72317,         0,  60001811,     72317,         0,         0,         0,         0,         0,    131719,     93944,         0,  77945220,     93944,    178612,    130236,         0, 108056833,    130236
        19,     30019,196.205397,     207.4,      52.5,     82874,     63995,  17188078,   3359751,     80299,      1741,      1324,    361090,     69534,      1684,    115790,     82864,  24014940,   4350353,    111300,    172319,    125537,  35739015,   6590688,    165939
        20,     30020,173.846732,     195.6,     151.0,     76200,     59003,  14904674,   8909468,     70610,      2443,      1850,    477872,    279407,      2250,    106151,     76117,  20763158,  11493626,     96388,    169244,    123245,  33104081,  18609988,    154291
        21,     30021,128.632214,      82.4,     475.8,     90547,     69648,   7461060,  33138704,     74189,         0,         0,         0,         0,         0,    126792,     90431,  10447648,  43026859,     98331,    180164,    131445,  14845505,  62541658,    142031
        22,     30022,104.210697,      91.9,     121.7,     89073,     68551,   8185791,   8342678,     79789,         0,         0,         0,         0,         0,    124672,     88967,  11457320,  10827275,    108518,    180849,    131982,  16619983,  16062186,    158741
        23,     30023,135.607746,      77.8,     187.9,     86754,     66833,   6749464,  12557952,     74780,      1212,       783,     94272,    147069,       954,    121243,     86599,   9432706,  16271880,    100419,    179431,    130843,  13959749,  24585380,    150226
        24,     30024,101.657431,     149.1,      16.3,     84270,     65049,  12564665,   1060305,     83043,      2273,      1615,    338900,     26323,      2231,    117734,     84247,  17554173,   1373229,    115596,    177751,    129582,  26502626,   2112179,    174675
        25,     30025,113.044793,     300.0,     161.7,     81338,     63023,  24401454,  10190757,     76729,      3620,      2671,   1086109,    431887,      3381,    113416,     81389,  34024858,  13160580,    105356,    176298,    128484,  52889326,  20775912,    164265
        26,     30026, 56.631464,     183.0,     183.1,     80200,     62241,  14676630,  11396345,     73298,      4289,      3249,    784822,    594890,      3889,    111687,     80261,  20438798,  14695803,     99610,    177049,    129017,  32400047,  23623003,    158589
        27,     30027,153.111351,     129.4,      14.2,     89163,     68466,  11537678,    972218,     87837,         0,         0,         0,         0,         0,    125114,     89123,  16189723,   1265551,    122808,    169901,    123925,  21985219,   1759732,    166955
        28,     30028,203.300975,     219.3,     286.0,     85524,     65795,  18755491,  18817403,     76673,      1099,       753,    241002,    215260,       944,    119499,     85254,  26206058,  24382549,    104136,    166617,    121648,  36539051,  34791236,    146443
        29,     30029, 83.574133,     199.8,       4.1,     82819,     64047,  16547212,    262592,     82582,      2707,      1705,    540861,      6990,      2694,    116302,     83340,  23237132,    341692,    115885,    167605,    122300,  33487500,    501429,    167032
        30,     30030,108.781129,     309.3,      83.3,     79247,     61537,  24511206,   5126062,     76700,      3994,      2816,   1235380,    234575,      3825,    110888,     79735,  34297728,   6641924,    106407,    164473,    120111,  50871602,  10005239,    158092
        31,     30031, 64.047264,     200.0,     180.2,     80503,     62536,  16100511,  11269034,     74037,      3952,      3229,    790353,    581907,      3692,    112717,     81071,  22543486,  14609023,    101330,    166082,    121226,  33216440,  21844975,    149941
        32,     30032, 46.605744,     130.1,       4.1,     77793,     60359,  10120856,    247472,     77457,      2953,      2232,    384196,      9152,      2939,    108347,     77836,  14095895,    319129,    107758,    173798,    126667,  22611142,    519334,    172889
        33,     30033, 64.212087,     154.3,      11.6,     76615,     59525,  11821716,    690486,     75849,      2958,      2242,    456470,     26006,      2926,    107210,     77118,  16542500,    894569,    105862,    160204,    116972,  24719523,   1356870,    158267
        34,     30034, 67.305935,     173.3,      16.3,     74705,     57904,  12946405,    943831,     73774,      2084,      1587,    361140,     25874,      2056,    104111,     74712,  18042400,   1217807,    102481,    171539,    125128,  29727791,   2039585,    168967
        35,     30035, 80.425663,     257.1,         0,     73305,     57006,  18846641,         0,     73305,      1768,      1344,    454485,         0,      1768,    102696,     73897,  26403110,         0,    102696,    157775,    114789,  40563905,         0,    157775
        36,     30036, 66.078085,     126.8,         0,     68210,     53006,   8649087,         0,     68210,         0,         0,         0,         0,         0,     95330,     68552,  12087881,         0,     95330,    150810,    109743,  19122688,         0,    150810
        37,     30037,213.267221,      77.4,     100.7,    101180,     77881,   7831349,   7842662,     90742,         0,         0,         0,         0,         0,    142078,    101439,  10996868,  10214916,    123871,    184574,    134618,  14286022,  13556012,    162192
        38,     30038,207.268944,       2.3,    1246.2,     95694,     73720,    220097,  91870271,     73785,       858,       601,      1974,    748764,       602,    134311,     95965,    308914, 119591679,     96078,    181444,    132414,    417321, 165014475,    132559
        39,     30039, 82.626687,      78.5,     187.6,     83276,     64318,   6537202,  12066128,     71929,      2071,      1373,    162560,    257646,      1653,    116929,     83688,   9178920,  15699907,     97033,    166612,    121558,  13079014,  22804302,    139645
        40,     30040,118.118363,     338.7,     264.4,     81404,     63013,  27571510,  16660645,     75381,      3308,      2450,   1120435,    647729,      3027,    114190,     81872,  38676210,  21646899,    103605,    165496,    120805,  56053516,  31940849,    150859
        41,     30041, 42.716753,     107.7,     611.7,     78118,     60639,   8413298,  37092637,     64486,      3524,      3109,    379493,   1901862,      3200,    109290,     78550,  11770497,  48048860,     85315,    162279,    118527,  17477449,  72502740,    128156
        42,     30042, 43.532671,      70.0,      81.7,     79526,     61825,   5566823,   5051090,     72068,      2692,      2263,    188441,    184911,      2511,    111582,     80298,   7810755,   6560310,     98400,    167651,    122492,  11735595,  10007565,    148623
        43,     30043, 79.992258,     205.4,      82.4,     75460,     58686,  15499437,   4835689,     72102,      1596,      1364,    327879,    112378,      1550,    105819,     76143,  21735225,   6274220,     99879,    163217,    118874,  33524700,   9795217,    154340
        44,     30044, 35.151657,     163.6,         0,     74140,     57650,  12129260,         0,     74140,         0,         0,         0,         0,         0,    103869,     74729,  16992950,         0,    103869,    162819,    118634,  26637190,         0,    162819
        45,     30045, 43.925164,     156.1,      25.8,     72699,     56517,  11348377,   1458151,     71187,         0,         0,         0,         0,         0,    101815,     73232,  15893287,   1889389,     99143,    162083,    118160,  25301088,   3048540,    157977
        46,     30046,151.481435,         0,         0,     76493,     59728,         0,         0,         0,         0,         0,         0,         0,         0,    111249,     80172,         0,         0,         0,    168534,    122743,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     78398,     59823,         0,         0,         0,         0,         0,         0,         0,         0,    110227,     78016,         0,         0,         0,    183773,    135359,         0,         0,         0
        48,     30048,456.875777,      11.4,         0,     88808,     68016,   1012410,         0,     88808,         0,         0,         0,         0,         0,    124886,     88720,   1423696,         0,    124886,    175900,    128633,   2005260,         0,    175900
        49,     30049,239.937161,      96.7,     308.5,    101044,     77858,   9770991,  24019082,     85611,         0,         0,         0,         0,         0,    141778,    101290,  13709895,  31247853,    114829,    189576,    138370,  18332007,  42687035,    155493
        50,     30050,248.042036,     154.3,     475.7,     94648,     73060,  14604143,  34754543,     80444,       871,       589,    134371,    280416,       686,    132708,     94965,  20476848,  45174879,    107876,    185251,    135346,  28584299,  64384010,    152417
        51,     30051, 46.653357,      69.0,      88.8,     83582,     64773,   5767137,   5751822,     75205,      1716,      1118,    118394,     99293,      1450,    120370,     86379,   8305549,   7670419,    105232,    169326,    123757,  11683471,  10989654,    149032
        52,     30052, 45.509891,      46.0,    1800.4,     84482,     65279,   3886177, 117528823,     66035,      2022,      1660,     92990,   2987945,      1674,    118672,     84990,   5458930, 153015287,     86315,    171952,    125472,   7909781, 225900232,    127301
        53,     30053, 77.585652,     220.2,    1237.1,     82438,     63971,  18152943,  79138590,     68070,      3182,      2525,    700603,   3123557,      2671,    115574,     83028,  25449287, 102713503,     90252,    170295,    124398,  37499034, 153892218,    134586
        54,     30054, 72.913789,     170.3,     669.9,     80449,     62479,  13700503,  41854568,     67681,      3330,      2931,    567128,   1963455,      3047,    112652,     80994,  19184606,  54257586,     90159,    168027,    122833,  28614991,  82285495,    135917
        55,     30055, 75.013534,     156.2,     210.5,     79789,     62268,  12463048,  13107457,     71786,      2491,      2117,    389137,    445639,      2320,    114693,     82665,  17915008,  17401060,    100064,    167269,    121903,  26127443,  25660542,    146548
        56,     30056, 26.131260,      37.1,         0,     78830,     61536,   2924596,         0,     78830,         0,         0,         0,         0,         0,    113405,     81750,   4207328,         0,    113405,    168917,    123204,   6266836,         0,    168917
        57,     30057, 28.559692,      87.2,         0,     77906,     60597,   6793376,         0,     77906,         0,         0,         0,         0,         0,    109281,     78643,   9529321,         0,    109281,    168096,    122476,  14657994,         0,    168096
        58,     30058,252.494945,         0,         0,     76034,     59402,         0,         0,         0,         0,         0,         0,         0,         0,    110405,     79609,         0,         0,         0,    170486,    124436,         0,         0,         0
        59,     30059,190.274203,     129.4,         0,     94031,     72457,  12167560,         0,     94031,         0,         0,         0,         0,         0,    131575,     93977,  17025815,         0,    131575,    188204,    137811,  24353556,         0,    188204
        60,     30060,195.748829,     152.2,         0,     77756,     60165,  11834466,         0,     77756,      1220,       944,    185748,         0,      1220,    112483,     80592,  17119945,         0,    112483,    169833,    124687,  25848638,         0,    169833
        61,     30061, 88.242831,     255.9,         0,     84670,     65681,  21667088,         0,     84670,      2049,      1442,    524398,         0,      2049,    122693,     88082,  31397057,         0,    122693,    174906,    128023,  44758440,         0,    174906
        62,     30062, 75.224599,     205.1,      71.2,     83318,     64603,  17088617,   4599756,     79987,      3134,      2252,    642851,    160334,      2977,    120678,     86595,  24751113,   6165598,    114611,    169878,    124283,  34842042,   8848946,    161761
        63,     30063, 35.770124,      22.1,     194.3,     81047,     62755,   1791130,  12193283,     65575,      2282,      1424,     50437,    276697,      1556,    116581,     83598,   2576443,  16243053,     88684,    163960,    119816,   3623509,  23280153,    126623
        64,     30064, 85.373297,     210.3,     163.9,     84812,     65994,  17835887,  10816416,     78655,      3114,      2461,    654924,    403355,      2901,    122521,     88124,  25766223,  14443605,    111268,    171157,    125244,  35994259,  20527536,    156136
        65,     30065, 97.758595,     265.3,      69.5,     79618,     62042,  21122596,   4311921,     77149,      3690,      2582,    978869,    179451,      3534,    114255,     82232,  30311802,   5715107,    109756,    162763,    118753,  43180982,   8253337,    156580
        66,     30066, 51.309541,     162.5,     138.6,     87663,     68503,  14245246,   9494557,     81009,      2904,      2410,    471951,    334043,      2733,    126709,     91394,  20590157,  12667160,    114443,    181238,    132146,  29451233,  18315377,    164188
        67,     30067, 57.422659,     137.0,     113.9,     86434,     67497,  11841512,   7687926,     79967,      3850,      3233,    527409,    368293,      3639,    124769,     89971,  17093388,  10247693,    112884,    177837,    129571,  24363698,  14758115,    161352
        68,     30068, 52.467391,     174.2,      36.2,     83951,     65680,  14624262,   2377613,     81854,      2352,      1991,    409715,     72067,      2311,    121315,     87561,  21133157,   3169699,    117442,    178191,    129991,  31040880,   4705660,    172659
        69,     30069, 57.773502,      32.0,      82.9,     80414,     62747,   2573260,   5201702,     69500,      2594,      2218,     82992,    183907,      2362,    115656,     83349,   3700998,   6909606,     95697,    172206,    125701,   5510580,  10420575,    143476
        70,     30070, 34.826126,     103.6,      23.5,     82507,     64523,   8547745,   1516299,     80278,         0,         0,         0,         0,         0,    119082,     85930,  12336881,   2019349,    114972,    177474,    129505,  18386332,   3043379,    171527
        71,     30071,143.723585,      25.0,         0,     79634,     62194,   1990843,         0,     79634,         0,         0,         0,         0,         0,    115830,     83509,   2895762,         0,    115830,    178509,    130363,   4462722,         0,    178509
        72,     30072, 34.086920,      99.7,      85.6,     79476,     62041,   7923762,   5310737,     73395,         0,         0,         0,         0,         0,    114298,     82395,  11395488,   7053042,    103170,    172697,    126053,  17217870,  10790177,    156427
        73,     30073,115.092528,       5.5,         0,     83909,     65645,    461498,         0,     83909,         0,         0,         0,         0,         0,    122412,     88349,    673268,         0,    122412,    184621,    134639,   1015417,         0,    184621
        74,     30074,227.309852,      82.4,     140.8,     70054,     54040,   5772468,   7608815,     61791,         0,         0,         0,         0,         0,    101078,     72225,   8328800,  10169270,     86190,    168933,    124653,  13920063,  17551111,    146085
        75,     30075,149.658472,     513.6,     592.8,    101383,     78816,  52070509,  46721923,     91936,      3598,      2877,   1847726,   1705296,      3296,    147444,    105961,  75727032,  62813803,    130078,    198261,    144753, 101827092,  85809761,    175861
        76,     30076,114.941966,     500.4,     158.3,     88627,     68905,  44349002,  10907629,     85376,      2444,      1812,   1223178,    286809,      2340,    128688,     92478,  64395252,  14639303,    122719,    182239,    133389,  91192376,  21115489,    174187
        77,     30077, 80.280561,     518.4,     943.4,     88863,     69084,  46066800,  65174063,     78347,      3517,      2690,   1823070,   2537341,      3077,    128949,     92671,  66847390,  87426123,    109661,    179961,    131716,  93291550, 124261195,    154309
        78,     30078,112.191671,     581.9,     306.0,     89348,     69496,  51991452,  21265804,     84444,      3623,      2678,   2108440,    819560,      3390,    129730,     93244,  75489843,  28532529,    120717,    182620,    133731, 106266521,  40921544,    170543
        79,     30079, 39.400546,     488.5,     406.9,     84631,     66098,  41342161,  26895460,     78293,      3804,      3014,   1858172,   1226530,      3534,    122354,     88185,  59769783,  35882416,    110669,    175263,    127987,  85616150,  52077739,    159096
        80,     30080, 46.560144,     552.9,     351.6,     87063,     68081,  48137190,  23937398,     81671,      4807,      3934,   2657531,   1383126,      4559,    126166,     90999,  69756995,  31995245,    116177,    181540,    132551, 100373368,  46604898,    167625
        81,     30081,187.307320,     157.7,     315.0,     83930,     65693,  13235724,  20693416,     73812,      1819,      1452,    286930,    457352,      1616,    122431,     88384,  19307376,  27840920,    103542,    186428,    136156,  29399752,  42888990,    158537
        82,     30082,152.546581,     376.8,     499.8,     89894,     70309,  33872146,  35140605,     81026,      2915,      2409,   1098401,   1204092,      2686,    130358,     94056,  49119022,  47009217,    113920,    188096,    137217,  70874391,  68581107,    165057
        83,     30083,113.808487,         0,     248.7,    102950,     80135,         0,  19929618,     80135,      4297,      3472,         0,    863375,      3472,    149670,    107666,         0,  26776431,    107666,    203016,    148301,         0,  36882401,    148301
        84,     30084, 53.080907,     197.3,     251.8,     98268,     76667,  19388203,  19304859,     88693,      5331,      4346,   1051750,   1094322,      4894,    143279,    103233,  28268953,  25993969,    125527,    200771,    146742,  39612058,  36949614,    176821
        85,     30085, 57.165840,      62.5,     133.7,     92663,     72645,   5791464,   9712579,     81219,      4389,      3727,    274314,    498277,      4010,    134757,     97332,   8422336,  13013328,    113363,    196236,    143100,  12264725,  19132490,    165860
        86,     30086,388.510529,      15.0,     156.6,    103780,     80245,   1556697,  12566302,     83377,         0,         0,         0,         0,         0,    150365,    107647,   2255480,  16857522,    113333,    204664,    149828,   3069954,  23463065,    157126
        87,     30087,219.151682,      69.0,         0,         0,        68,         0,         0,         0,         0,         0,         0,         0,         0,         0,        68,         0,         0,         0,         0,        69,         0,         0,         0
        88,     30088,205.655239,      69.0,         0,     92779,     72760,   6401779,         0,     92779,      1365,      1171,     94168,         0,      1365,    134991,     97373,   9314353,         0,    134991,    199559,    145200,  13769569,         0,    199559
        89,     30089,199.281081,     164.5,     335.7,     94526,     74719,  15549505,  25083219,     83432,      2945,      2473,    484497,    830090,      2681,    134814,     97855,  22176858,  32850015,    114114,    184454,    134254,  30342640,  45069211,    156338
        90,     30090,271.340268,     125.2,     716.7,     94436,     73995,  11823344,  53032325,     78467,      3338,      2756,    417976,   1975224,      2883,    138387,     99846,  17326061,  71559797,    108277,    199996,    145966,  25039526, 104614108,    157785
        91,     30091,150.566799,     255.2,     117.3,     93070,     73563,  23751419,   8628984,     88723,      3041,      2549,    775947,    298947,      2931,    132720,     96327,  33870183,  11299142,    124610,    183655,    133647,  46868647,  15676828,    172510
        92,     30092,123.970634,     200.0,     198.9,     90538,     71316,  18107603,  14184847,     83178,      3896,      3292,    779157,    654874,      3665,    131570,     95181,  26313973,  18931577,    117637,    197765,    143655,  39553093,  28572968,    177047
        93,     30093,105.465780,     111.4,         0,     84485,     66686,   9411674,         0,     84485,         0,         0,         0,         0,         0,    120630,     87415,  13438167,         0,    120630,    188395,    137498,  20987181,         0,    188395
        94,     30094,205.869884,     115.2,         0,     94050,     73772,  10834609,         0,     94050,      1994,      1607,    229652,         0,      1994,    134069,     96807,  15444799,         0,    134069,    179828,    131822,  20716142,         0,    179828
        95,     30095,184.642664,     284.0,     194.6,     96864,     76577,  27509278,  14901927,     90788,      3495,      2888,    992503,    562101,      3313,    138414,    100462,  39309520,  19549819,    127048,    191532,    139486,  54395087,  27143922,    175946
        96,     30096,163.787822,     270.2,      64.1,     95758,     75703,  25873772,   4852542,     93172,      3303,      2639,    892575,    169178,      3218,    136755,     99258,  36951165,   6362464,    131921,    190397,    138609,  51445232,   8884817,    183720
        97,     30097,742.242852,         0,         0,     96752,     75289,         0,         0,         0,         0,         0,         0,         0,         0,    136825,     98135,         0,         0,         0,    181300,    132959,         0,         0,         0
        98,     30098,515.762284,      15.4,       2.7,    108542,     84565,   1671539,    228325,    106177,         0,         0,         0,         0,         0,    153368,    110230,   2361869,    297622,    149115,    197874,    145061,   3047265,    391666,    192667
        99,     30099, 47.224552,         0,         0,     93952,     73687,         0,         0,         0,         0,         0,         0,         0,         0,    134631,     97106,         0,         0,         0,    185936,    136464,         0,         0,         0
       100,     30100,115.285769,     106.7,       2.1,    100666,     78959,  10741072,    165813,    100403,      2595,      2088,    276882,      4384,      2589,    144109,    104034,  15376440,    218471,    143623,    191573,    140305,  20440816,    294641,    190951
       101,     30101,226.520192,     440.6,     134.8,    101574,     80293,  44753427,  10823457,     98163,      3709,      2923,   1634256,    393973,      3583,    145532,    105587,  64121302,  14233104,    139129,    199199,    144925,  87767085,  19535917,    190500
       102,     30102,108.195519,         0,         0,     90756,     71165,         0,         0,         0,         0,         0,         0,         0,         0,    130052,     93765,         0,         0,         0,    191027,    140613,         0,         0,         0
       103,     30103,195.757101,     228.7,      19.7,    102747,     80583,  23498130,   1587485,    101616,      2336,      1868,    534142,     36808,      2312,    147523,    106449,  33738565,   2097041,    145428,    200372,    146834,  45825060,   2892622,    197641
       104,     30104,151.304957,     198.3,     116.0,    105193,     83150,  20859702,   9645430,     99299,      4243,      3411,    841383,    395705,      4021,    150939,    109489,  29931222,  12700782,    139856,    203616,    148075,  40377128,  17176713,    188766
       105,     30105, 98.772761,     108.2,      55.1,    108919,     86029,  11785003,   4740224,    103400,      4384,      3502,    474376,    192988,      4172,    156028,    113129,  16882197,   6233426,    145685,    212184,    154261,  22958279,   8499772,    198218
       106,     30106,197.688337,     216.6,      76.9,    107945,     85287,  23380970,   6558574,    103837,      4137,      3302,    896013,    253928,      3985,    155176,    112506,  33611222,   8651747,    147439,    213077,    154918,  46152374,  11913178,    202530
       107,     30107, 55.090501,         0,         0,    106149,     83316,         0,         0,         0,         0,         0,         0,         0,         0,    152744,    110273,         0,         0,         0,    211328,    154798,         0,         0,         0
       108,     30108, 88.809657,     171.2,         0,    113349,     89227,  19405434,         0,    113349,      4255,      3370,    728509,         0,      4255,    162929,    117905,  27893440,         0,    162929,    217353,    158611,  37210868,         0,    217353
       109,     30109,946.304060,      12.0,       1.4,    117381,     90818,   1408576,    127145,    115579,         0,         0,         0,         0,         0,    167212,    119584,   2006546,    167417,    163981,    226647,    165986,   2719767,    232381,    222531
       110,     30110, 95.228257,      21.3,         0,    112140,     87763,   2388575,         0,    112140,      2346,      1877,     49973,         0,      2346,    161610,    116528,   3442289,         0,    161610,    215787,    157850,   4596257,         0,    215787
       111,     30111,140.290589,      19.7,         0,    125414,     97128,   2470663,         0,    125414,         0,         0,         0,         0,         0,    178783,    128039,   3522017,         0,    178783,    230113,    168033,   4533228,         0,    230113
       112,     30112,174.440973,      47.0,         0,    117699,     91950,   5531835,         0,    117699,      2219,      1749,    104296,         0,      2219,    170039,    122414,   7991850,         0,    170039,    227537,    166089,  10694249,         0,    227537
       113,     30113,203.628024,     113.2,         0,    114606,     90244,  12973377,         0,    114606,      3603,      2843,    407895,         0,      3603,    165047,    119351,  18683351,         0,    165047,    224529,    163369,  25416641,         0,    224529
       114,     30114,154.264831,      86.9,       1.8,    117389,     92545,  10201143,    166581,    117072,      4782,      3766,    415574,      6779,      4769,    169378,    122563,  14718983,    220614,    168781,    230542,    167091,  20034060,    300764,    229732
       115,     30115, 90.072069,       5.6,      89.5,    138060,    106940,    773135,   9571152,    109777,         0,         0,         0,         0,         0,    196701,    141001,   1101523,  12619608,    146078,    247361,    179956,   1385224,  16106037,    186100
       116,     30116,109.047060,      65.1,      29.2,    130874,    101590,   8519876,   2966417,    124471,      2434,      1892,    158448,     55238,      2315,    188372,    135138,  12263008,   3946031,    176732,    244807,    178316,  15936929,   5206831,    230269
       117,     30117,104.898914,      30.3,      34.2,    123881,     97090,   3753591,   3320470,    112811,      4402,      3456,    133371,    118184,      4011,    179073,    129124,   5425914,   4416038,    158434,    239661,    174211,   7261736,   5958027,    212617
       118,     30118, 81.197058,      56.2,         0,    122151,     96112,   6864881,         0,    122151,      4864,      3824,    273367,         0,      4864,    176424,    127491,   9915020,         0,    176424,    240840,    174244,  13535188,         0,    240840
       119,     30119, 88.410214,       1.0,      35.8,    135805,    105147,    135805,   3764280,    106461,         0,         0,         0,         0,         0,    193289,    138490,    193289,   4957944,    140838,    254375,    185217,    254375,   6630775,    188181
       120,     30120,230.581588,     123.3,       1.4,    128218,     99677,  15809263,    139548,    128017,      2418,      1848,    298186,      2587,      2414,    184526,    132480,  22752033,    185472,    184160,    250651,    182357,  30905235,    255300,    250170
       121,     30121,115.036147,      51.4,       7.8,    121380,     96137,   6238919,    749871,    119197,      3578,      2747,    183929,     21430,      3507,    175194,    127191,   9004948,    992088,    171042,    238935,    173077,  12281246,   1349997,    233239
       122,     30122,151.372238,      90.7,         0,    120170,     95191,  10899397,         0,    120170,      3405,      2604,    308825,         0,      3405,    173461,    125931,  15732927,         0,    173461,    238785,    172968,  21657799,         0,    238785
       123,     30123,117.795646,         0,         0,    120020,     92875,         0,         0,         0,         0,         0,         0,         0,         0,    170927,    122293,         0,         0,         0,    257934,    188518,         0,         0,         0
       124,     30124,123.415254,      98.0,       2.3,    118809,     94072,  11643325,    216366,    118452,      2985,      2253,    292568,      5181,      2975,    172107,    124791,  16866475,    287019,    171424,    231402,    168855,  22677433,    388366,    230500
       125,     30125, 61.781836,      70.0,      64.3,    125688,     99491,   8798146,   6397302,    116144,      5124,      3914,    358698,    251651,      4683,    182092,    132085,  12746466,   8493045,    163874,    238467,    173626,  16692693,  11164172,    214845
       126,     30126,198.242357,     175.4,      10.6,    123522,     97813,  21665721,   1036813,    122588,      4386,      3317,    769229,     35162,      4347,    178996,    129841,  31395953,   1376319,    177210,    239440,    174352,  41997773,   1848133,    237075
       127,     30127,127.818309,     105.0,         0,    122425,     96858,  12854622,         0,    122425,      3216,      2379,    337640,         0,      3216,    177449,    128596,  18632124,         0,    177449,    238976,    174229,  25092472,         0,    238976
       128,     30128,100.177029,      96.0,       5.9,    129893,    102693,  12469751,    605891,    128889,      5012,      3740,    481140,     22067,      4965,    188505,    136590,  18096495,    805882,    186588,    246926,    179437,  23704934,   1058680,    244434
       129,     30129,233.679796,      66.4,         0,    134516,    106189,   8931879,         0,    134516,      3411,      2512,    226483,         0,      3411,    195504,    141483,  12981462,         0,    195504,    256966,    186392,  17062542,         0,    256966
       130,     30130,102.635968,      73.8,       1.7,    127427,    100770,   9404092,    171308,    127049,      4323,      3215,    319045,      5465,      4307,    184958,    134022,  13649898,    227837,    184236,    248441,    180580,  18334930,    306985,    247479
       131,     30131,120.748304,      90.4,         0,    131363,    103793,  11875202,         0,    131363,      4282,      3177,    387116,         0,      4282,    190819,    138179,  17250053,         0,    190819,    256788,    186347,  23213644,         0,    256788
