TAZID,CO_TAZID,DevAcres,HH,Job,JobByAuto,HHByAuto,JobByAuto_wtByHH,HHByAuto_wtByJob,CompJobHHByAuto,JobByTran,HHByTran,JobByTran_wtByHH,HHByTran_wtByJob,CompJobHHByTran,JobByAuto_FF,HHByAuto_FF,JobByAuto_wtByHH_FF,HHByAuto_wtByJob_FF,CompJobHHByAuto_FF,JobByAuto_SL,HHByAuto_SL,JobByAuto_wtByHH_SL,HHByAuto_wtByJob_SL,CompJobHHByAuto_SL
        23,     30023,135.607746,      77.8,     187.9,     87884,     68015,   6837363,  12780029,     75941,      1213,       784,     94359,    147223,       955,    121587,     87130,   9459486,  16371674,    100875,    179519,    130957,  13966540,  24606773,    150329
        24,     30024,101.657431,     149.1,      16.3,     85484,     66265,  12745593,   1080127,     84256,      2259,      1606,    336759,     26184,      2217,    118021,     84712,  17596948,   1380807,    115894,    177818,    129656,  26512727,   2113396,    174743
        25,     30025,113.044793,     300.0,     161.7,     82524,     64186,  24757134,  10378865,     77909,      3621,      2671,   1086229,    431924,      3382,    113681,     81821,  34104271,  13230506,    105663,    176413,    128657,  52923859,  20803760,    164395
        26,     30026, 56.631464,     183.0,     183.1,     81361,     63381,  14889139,  11605034,     74451,      4289,      3249,    784936,    594961,      3890,    111948,     80687,  20486559,  14773787,     99934,    177167,    129198,  32421499,  23656131,    158731
        27,     30027,153.111351,     129.4,      14.2,     92099,     71195,  11917609,   1010967,     90760,         0,         0,         0,         0,         0,    128113,     91709,  16577782,   1302265,    125780,    172856,    126102,  22367575,   1790650,    169860
        28,     30028,203.300975,     219.3,     286.0,     88020,     68068,  19302781,  19467315,     79069,      1100,       753,    241213,    215462,       944,    122095,     87441,  26775361,  25008093,    106548,    169456,    123734,  37161807,  35387937,    148944
        29,     30029, 83.574133,     199.8,       4.1,     84050,     65258,  16793104,    267560,     83812,      2693,      1697,    538064,      6956,      2680,    116581,     83797,  23292859,    343566,    116166,    167664,    122340,  33499262,    501595,    167091
        30,     30030,108.781129,     309.3,      83.3,     80378,     62658,  24860782,   5219377,     77829,      3994,      2816,   1235413,    234595,      3825,    111147,     80160,  34377818,   6677332,    106690,    164559,    119896,  50898147,   9987365,    158134
        31,     30031, 64.047264,     200.0,     180.2,     81651,     63678,  16330277,  11474822,     75184,      3982,      3244,    796316,    584612,      3716,    112979,     81502,  22595701,  14686572,    101652,    166171,    121013,  33234202,  21806627,    149921
        32,     30032, 46.605744,     130.1,       4.1,     78941,     61478,  10270241,    252060,     78604,      2953,      2232,    384228,      9152,      2939,    108605,     78254,  14129448,    320843,    108019,    173915,    126845,  22626337,    520065,    173007
        33,     30033, 64.212087,     154.3,      11.6,     77719,     60616,  11992047,    703144,     76953,      2958,      2242,    456443,     26007,      2926,    107461,     77529,  16581252,    899331,    106120,    160289,    116753,  24732523,   1354330,    158338
        34,     30034, 67.305935,     173.3,      16.3,     75862,     59067,  13146819,    962786,     74931,      2084,      1587,    361149,     25874,      2056,    104442,     75244,  18099780,   1226474,    102824,    171703,    125399,  29756118,   2044011,    169136
        35,     30035, 80.425663,     257.1,         0,     74442,     58131,  19138950,         0,     74442,      1768,      1344,    454437,         0,      1768,    102983,     74385,  26477011,         0,    102983,    157995,    115182,  40620632,         0,    157995
        36,     30036, 66.078085,     126.8,         0,     70362,     55117,   8921933,         0,     70362,         0,         0,         0,         0,         0,    101148,     73090,  12825565,         0,    101148,    153892,    112123,  19513537,         0,    153892
        37,     30037,213.267221,      77.4,     100.7,    102446,     79303,   7929346,   7985813,     92077,         0,         0,         0,         0,         0,    142570,    102175,  11034884,  10289024,    124472,    184635,    134685,  14290749,  13562767,    162256
        38,     30038,207.268944,       2.3,    1246.2,     96885,     75013,    222836,  93480720,     75077,       859,       601,      1975,    749382,       602,    134726,     96600,    309870, 120383154,     96713,    181563,    132560,    417594, 165196191,    132704
        39,     30039, 82.626687,      78.5,     187.6,     84473,     65505,   6631117,  12288675,     73119,      2055,      1366,    161287,    256208,      1642,    117208,     84147,   9200852,  15785944,     97419,    166663,    121576,  13083052,  22807567,    139676
        40,     30040,118.118363,     338.7,     264.4,     82578,     64172,  27969315,  16967112,     76550,      3307,      2449,   1120129,    647621,      3026,    114453,     82305,  38765109,  21761546,    103924,    165577,    120922,  56080800,  31971869,    150952
        41,     30041, 42.716753,     107.7,     611.7,     79228,     61736,   8532860,  37763943,     65586,      3523,      3109,    379403,   1901699,      3200,    109543,     78965,  11797789,  48303056,     85695,    162362,    118295,  17486353,  72360902,    127994
        42,     30042, 43.532671,      70.0,      81.7,     80700,     62980,   5648984,   5145436,     73233,      2692,      2263,    188425,    184920,      2511,    111840,     80721,   7828780,   6594914,     98728,    167738,    122273,  11741654,   9989741,    148581
        43,     30043, 79.992258,     205.4,      82.4,     76606,     59807,  15734936,   4928115,     73243,      1596,      1364,    327830,    112376,      1550,    106067,     76561,  21786089,   6308586,    100160,    163311,    118968,  33544100,   9802995,    154435
        44,     30044, 35.151657,     163.6,         0,     75368,     58959,  12330185,         0,     75368,         0,         0,         0,         0,         0,    106191,     76733,  17372891,         0,    106191,    162616,    118662,  26603902,         0,    162616
        45,     30045, 43.925164,     156.1,      25.8,     75859,     59461,  11841653,   1534102,     74327,         0,         0,         0,         0,         0,    109450,     79127,  17085207,   2041479,    106616,    165049,    120362,  25764092,   3105341,    160872
        46,     30046,151.481435,         0,         0,     77159,     60580,         0,         0,         0,         0,         0,         0,         0,         0,    111625,     80774,         0,         0,         0,    168515,    122763,         0,         0,         0
        47,     30047,4319.12829,         0,         0,     79243,     60768,         0,         0,         0,         0,         0,         0,         0,         0,    110541,     78502,         0,         0,         0,    183881,    135515,         0,         0,         0
        48,     30048,456.875777,      11.4,         0,     89771,     69095,   1023393,         0,     89771,         0,         0,         0,         0,         0,    125230,     89261,   1427620,         0,    125230,    176024,    128810,   2006672,         0,    176024
        49,     30049,239.937161,      96.7,     308.5,    102344,     79319,   9896658,  24469885,     87019,         0,         0,         0,         0,         0,    142331,    102104,  13763370,  31499139,    115556,    189649,    138463,  18339031,  42715715,    155580
        50,     30050,248.042036,     154.3,     475.7,     95771,     74260,  14777410,  35325615,     81618,       871,       590,    134430,    280599,       686,    133077,     95529,  20533844,  45442960,    108373,    185374,    135516,  28603275,  64465154,    152571
        51,     30051, 46.653357,      69.0,      88.8,     84837,     66033,   5853741,   5863697,     76463,      1716,      1118,    118414,     99238,      1450,    120677,     86886,   8326744,   7715516,    105629,    169405,    123904,  11688944,  11002694,    149142
        52,     30052, 45.509891,      46.0,    1800.4,     85736,     66528,   3943869, 119777077,     67284,      2022,      1660,     92990,   2988527,      1674,    118990,     85494,   5473534, 153922961,     86812,    172056,    125627,   7914572, 226179173,    127454
        53,     30053, 77.585652,     220.2,    1237.1,     83616,     65122,  18412142,  80561878,     69227,      3180,      2524,    700167,   3122352,      2669,    115849,     83449,  25509910, 103235176,     90641,    170361,    124168,  37513572, 153608356,    134422
        54,     30054, 72.913789,     170.3,     669.9,     81588,     63613,  13894493,  42614266,     68817,      3329,      2931,    566951,   1963358,      3046,    112909,     81420,  19228362,  54542974,     90536,    168109,    122598,  28628994,  82128394,    135774
        55,     30055, 75.013534,     156.2,     210.5,     80781,     63315,  12617920,  13327832,     72803,      2491,      2117,    389031,    445627,      2320,    114954,     83113,  17955805,  17495319,    100411,    167362,    122003,  26141918,  25681557,    146644
        56,     30056, 26.131260,      37.1,         0,     79788,     62556,   2960147,         0,     79788,         0,         0,         0,         0,         0,    113663,     82192,   4216882,         0,    113663,    169009,    123302,   6270245,         0,    169009
        57,     30057, 28.559692,      87.2,         0,     79062,     61735,   6894204,         0,     79062,         0,         0,         0,         0,         0,    109534,     79073,   9551338,         0,    109534,    168191,    122571,  14666248,         0,    168191
        58,     30058,252.494945,         0,         0,     76575,     60077,         0,         0,         0,         0,         0,         0,         0,         0,    110662,     80044,         0,         0,         0,    170581,    124538,         0,         0,         0
        59,     30059,190.274203,     129.4,         0,     95376,     73893,  12341660,         0,     95376,         0,         0,         0,         0,         0,    132252,     94859,  17113440,         0,    132252,    188325,    137927,  24369206,         0,    188325
        60,     30060,195.748829,     152.2,         0,     92344,     71588,  14054733,         0,     92344,      1220,       944,    185704,         0,      1220,    128053,     91897,  19489730,         0,    128053,    189252,    138697,  28804094,         0,    189252
        61,     30061, 88.242831,     255.9,         0,     85658,     66727,  21919990,         0,     85658,      2047,      1441,    523950,         0,      2047,    123009,     88597,  31477928,         0,    123009,    174987,    128166,  44779103,         0,    174987
        62,     30062, 75.224599,     205.1,      71.2,     84290,     65630,  17287947,   4672852,     80968,      3132,      2251,    642392,    160238,      2975,    120992,     87104,  24815423,   6201812,    114959,    169948,    124420,  34856431,   8858686,    161843
        63,     30063, 35.770124,      22.1,     194.3,     82254,     63968,   1817803,  12429031,     66788,      2283,      1425,     50463,    276928,      1558,    116881,     84091,   2583065,  16338937,     89147,    164024,    119954,   3624939,  23306978,    126749
        64,     30064, 85.373297,     210.3,     163.9,     85670,     66920,  18016319,  10968157,     79535,      3112,      2460,    654539,    403194,      2899,    122815,     88584,  25828041,  14518837,    111616,    171216,    125350,  36006817,  20544818,    156211
        65,     30065, 97.758595,     265.3,      69.5,     80764,     63173,  21426788,   4390531,     78293,      3687,      2581,    978250,    179364,      3532,    114526,     82676,  30383870,   5745959,    110052,    162821,    118821,  43196420,   8258031,    156640
        66,     30066, 51.309541,     162.5,     138.6,     88488,     69457,  14379261,   9626731,     81878,      2902,      2406,    471627,    333429,      2730,    126991,     91885,  20636077,  12735195,    114798,    181330,    132241,  29466206,  18328537,    164281
        67,     30067, 57.422659,     137.0,     113.9,     87252,     68442,  11953545,   7795586,     80828,      3847,      3228,    527044,    367700,      3636,    125050,     90458,  17131885,  10303126,    113236,    177932,    129672,  24376703,  14769691,    161450
        68,     30068, 52.467391,     174.2,      36.2,     84724,     66577,  14758897,   2410097,     82641,      2351,      1990,    409458,     72041,      2309,    121587,     88031,  21180462,   3186714,    117736,    178281,    130084,  31056579,   4709055,    172750
        69,     30069, 57.773502,      32.0,      82.9,     81346,     63755,   2603067,   5285262,     70478,      2592,      2218,     82940,    183835,      2361,    115918,     83799,   3709364,   6946915,     96075,    172295,    125796,   5513454,  10428470,    143569
        70,     30070, 34.826126,     103.6,      23.5,     83258,     65399,   8625566,   1536872,     81044,         0,         0,         0,         0,         0,    119349,     86391,  12364596,   2030185,    115263,    177564,    129597,  18395630,   3045538,    171617
        71,     30071,143.723585,      25.0,         0,     80211,     62940,   2005279,         0,     80211,         0,         0,         0,         0,         0,    116098,     83986,   2902451,         0,    116098,    178601,    130465,   4465016,         0,    178601
        72,     30072, 34.086920,      99.7,      85.6,     80407,     63045,   8016588,   5396621,     74351,         0,         0,         0,         0,         0,    114557,     82841,  11421309,   7091192,    103494,    172789,    126158,  17227064,  10799098,    156523
        73,     30073,115.092528,       5.5,         0,     84570,     66492,    465136,         0,     84570,         0,         0,         0,         0,         0,    122703,     88878,    674867,         0,    122703,    184709,    134730,   1015898,         0,    184709
        74,     30074,227.309852,      82.4,     140.8,     92573,     71848,   7628034,  10116176,     81879,         0,         0,         0,         0,         0,    132710,     95296,  10935338,  13417699,    113405,    188040,    137913,  15494469,  19418124,    162175
        75,     30075,149.658472,     513.6,     592.8,    102708,     80123,  52750769,  47496716,     93253,      3597,      2876,   1847646,   1704895,      3295,    147977,    106655,  76001000,  63224796,    130678,    198279,    144898, 101836169,  85895267,    175932
        76,     30076,114.941966,     500.4,     158.3,     89559,     69922,  44815172,  11068658,     86322,      2444,      1811,   1223100,    286713,      2340,    129006,     93010,  64554713,  14723536,    123073,    182300,    133529,  91223139,  21137595,    174261
        77,     30077, 80.280561,     518.4,     943.4,     89803,     70102,  46553879,  66134435,     79328,      3517,      2689,   1823095,   2536775,      3077,    129273,     93204,  67015180,  87929107,    110096,    179998,    131850,  93310955, 124387156,    154398
        78,     30078,112.191671,     581.9,     306.0,     90277,     70499,  52532193,  21572595,     85391,      3623,      2677,   2108422,    819312,      3390,    130051,     93783,  75676759,  28697567,    121092,    182643,    133826, 106280052,  40950883,    170584
        79,     30079, 39.400546,     488.5,     406.9,     85469,     67042,  41751833,  27279211,     79168,      3801,      3013,   1856869,   1225963,      3532,    122634,     88659,  59906901,  36075489,    111016,    175314,    128058,  85640981,  52106966,    159154
        80,     30080, 46.560144,     552.9,     351.6,     87886,     69031,  48592227,  24271182,     82530,      4800,      3931,   2653983,   1382116,      4553,    126452,     91494,  69915264,  32169449,    116522,    181623,    132636, 100419399,  46634739,    167708
        81,     30081,187.307320,     157.7,     315.0,     84610,     66558,  13342932,  20965798,     74595,      1818,      1451,    286649,    456985,      1614,    122725,     88916,  19353775,  28008461,    103968,    186513,    136244,  29413025,  42917001,    158624
        82,     30082,152.546581,     376.8,     499.8,     90750,     71297,  34194731,  35634020,     81941,      2913,      2408,   1097565,   1203504,      2684,    130650,     94560,  49228991,  47261138,    114308,    188187,    137314,  70909049,  68629294,    165151
        83,     30083,113.808487,         0,     248.7,    104232,     81448,         0,  20256086,     81448,      4242,      3443,         0,    856362,      3443,    150158,    108348,         0,  26946219,    108348,    203069,    148467,         0,  36923643,    148467
        84,     30084, 53.080907,     197.3,     251.8,     99333,     77781,  19598372,  19585299,     89780,      5330,      4345,   1051651,   1094039,      4893,    143674,    103823,  28346824,  26142545,    126009,    200840,    146896,  39625765,  36988467,    176928
        85,     30085, 57.165840,      62.5,     133.7,     93585,     73719,   5849053,   9856275,     82228,      4383,      3721,    273967,    497507,      4005,    135088,     97910,   8442972,  13090511,    113834,    196296,    143195,  12268497,  19145201,    165940
        86,     30086,388.510529,      15.0,     156.6,    104853,     81473,   1572800,  12758690,     84585,         0,         0,         0,         0,         0,    150738,    108283,   2261067,  16957066,    113933,    204752,    149993,   3071279,  23488966,    157282
        87,     30087,219.151682,      69.0,         0,     92408,     72242,   6376147,         0,     92408,         0,         0,         0,         0,         0,    128325,     92587,   8854407,         0,    128325,    171477,    125900,  11831946,         0,    171477
        88,     30088,205.655239,      69.0,         0,     95527,     75070,   6591337,         0,     95527,      1348,      1144,     93025,         0,      1348,    137864,     99696,   9512621,         0,    137864,    201537,    146926,  13906086,         0,    201537
        89,     30089,199.281081,     164.5,     335.7,     96101,     76174,  15808554,  25571744,     84940,      2806,      2465,    461636,    827544,      2615,    135445,     98603,  22280690,  33100926,    114810,    184289,    134089,  30315534,  45013680,    156173
        90,     30090,271.340268,     125.2,     716.7,     95177,     75025,  11916176,  53770397,     79433,      3337,      2754,    417767,   1974141,      2882,    138789,    100496,  17376431,  72025433,    108873,    199922,    145367,  25030244, 104184288,    157301
        91,     30091,150.566799,     255.2,     117.3,     94469,     74925,  24108577,   8788647,     90114,      2930,      2543,    747746,    298258,      2844,    133201,     97000,  33992775,  11378129,    125133,    183542,    133518,  46839914,  15661715,    172394
        92,     30092,123.970634,     200.0,     198.9,     91423,     72296,  18284574,  14379578,     84099,      3891,      3289,    778129,    654232,      3660,    131890,     95746,  26378039,  19043870,    118051,    197774,    143587,  39554856,  28559511,    177027
        93,     30093,105.465780,     111.4,         0,     96978,     75861,  10803334,         0,     96978,         0,         0,         0,         0,         0,    134905,     97375,  15028417,         0,    134905,    182961,    134532,  20381815,         0,    182961
        94,     30094,205.869884,     115.2,         0,     97768,     76776,  11262926,         0,     97768,      1991,      1606,    229312,         0,      1991,    136087,     98494,  15677228,         0,    136087,    183781,    134653,  21171553,         0,    183781
        95,     30095,184.642664,     284.0,     194.6,     98899,     78370,  28087324,  15250721,     92751,      3382,      2882,    960595,    560850,      3233,    138886,    101149,  39443723,  19683609,    127585,    191343,    139330,  54341274,  27113627,    175766
        96,     30096,163.787822,     270.2,      64.1,     97204,     77113,  26264442,   4942925,     94613,      3195,      2634,    863339,    168809,      3123,    137241,     99948,  37082513,   6406694,    132433,    190291,    138481,  51416737,   8876656,    183612
        97,     30097,742.242852,         0,         0,     98012,     76478,         0,         0,         0,         0,         0,         0,         0,         0,    137636,     98948,         0,         0,         0,    181139,    133046,         0,         0,         0
        98,     30098,515.762284,      15.4,       2.7,    109944,     85887,   1693138,    231894,    107572,         0,         0,         0,         0,         0,    154252,    111113,   2375487,    300004,    149999,    197869,    145175,   3047188,    391973,    192674
        99,     30099, 47.224552,         0,         0,    110165,     86112,         0,         0,         0,         0,         0,         0,         0,         0,    154606,    111443,         0,         0,         0,    198943,    145829,         0,         0,         0
       100,     30100,115.285769,     106.7,       2.1,    108583,     85113,  11585818,    178738,    108298,      2590,      2085,    276321,      4378,      2584,    151995,    109811,  16217826,    230604,    151483,    198738,    145548,  21205379,    305651,    198093
       101,     30101,226.520192,     440.6,     134.8,    103119,     81808,  45434404,  11027652,     99703,      3704,      2919,   1631839,    393430,      3578,    146039,    106309,  64344652,  14330422,    139671,    199091,    144791,  87719644,  19517804,    190388
       102,     30102,108.195519,         0,         0,    106375,     83136,         0,         0,         0,         0,         0,         0,         0,         0,    149319,    107579,         0,         0,         0,    203924,    149885,         0,         0,         0
       103,     30103,195.757101,     228.7,      19.7,    104644,     82341,  23932180,   1622127,    103507,      2332,      1866,    533352,     36763,      2308,    148029,    107137,  33854153,   2110593,    145943,    200320,    146809,  45813109,   2892137,    197591
       104,     30104,151.304957,     198.3,     116.0,    106803,     84729,  21179085,   9828538,    100901,      4237,      3407,    840179,    395179,      4015,    151457,    110230,  30033947,  12786708,    140434,    203507,    147935,  40355465,  17160427,    188648
       105,     30105, 98.772761,     108.2,      55.1,    110625,     87651,  11969618,   4829579,    105086,      4379,      3498,    473757,    192717,      4166,    156554,    113885,  16939133,   6275048,    146266,    212078,    154116,  22946845,   8491777,    198103
       106,     30106,197.688337,     216.6,      76.9,    109622,     86920,  23744180,   6684177,    105506,      4131,      3298,    894853,    253646,      3980,    155702,    113259,  33724981,   8709621,    148005,    212971,    154771,  46129498,  11901926,    202417
       107,     30107, 55.090501,         0,         0,    124541,     97430,         0,         0,         0,         0,         0,         0,         0,         0,    175639,    126703,         0,         0,         0,    224533,    163969,         0,         0,         0
       108,     30108, 88.809657,     171.2,         0,    115110,     90906,  19706895,         0,    115110,      4250,      3366,    727586,         0,      4250,    163421,    118647,  27977760,         0,    163421,    217260,    158559,  37194995,         0,    217260
       109,     30109,946.304060,      12.0,       1.4,    118359,     91998,   1420303,    128798,    116570,         0,         0,         0,         0,         0,    167592,    120217,   2011106,    168304,    164378,    226714,    166069,   2720565,    232496,    222599
       110,     30110, 95.228257,      21.3,         0,    114004,     89584,   2428280,         0,    114004,      2343,      1875,     49901,         0,      2343,    162063,    117202,   3451944,         0,    162063,    215797,    157717,   4596484,         0,    215797
       111,     30111,140.290589,      19.7,         0,    126434,     98375,   2490754,         0,    126434,         0,         0,         0,         0,         0,    179181,    128704,   3529863,         0,    179181,    230187,    168129,   4534675,         0,    230187
       112,     30112,174.440973,      47.0,         0,    119606,     93840,   5621503,         0,    119606,      2216,      1746,    104144,         0,      2216,    170468,    123096,   8012015,         0,    170468,    227672,    166002,  10700589,         0,    227672
       113,     30113,203.628024,     113.2,         0,    116354,     91937,  13171323,         0,    116354,      3599,      2840,    407410,         0,      3599,    165496,    120087,  18734185,         0,    165496,    224435,    163255,  25406022,         0,    224435
       114,     30114,154.264831,      86.9,       1.8,    119174,     94316,  10356264,    169769,    118857,      4776,      3762,    415036,      6772,      4763,    169835,    123324,  14758623,    221982,    169241,    230265,    166877,  20010055,    300379,    229457
       115,     30115, 90.072069,       5.6,      89.5,    139191,    108302,    779467,   9693052,    111118,         0,         0,         0,         0,         0,    197130,    141718,   1103926,  12683763,    146769,    247441,    180057,   1385668,  16115139,    186199
       116,     30116,109.047060,      65.1,      29.2,    132542,    103329,   8628452,   3017198,    126154,      2431,      1890,    158236,     55174,      2312,    188778,    135796,  12289479,   3965236,    177194,    244826,    178182,  15938160,   5202918,    230254
       117,     30117,104.898914,      30.3,      34.2,    125732,     98840,   3809670,   3380328,    114620,      4396,      3452,    133201,    118054,      4006,    179515,    129867,   5439298,   4441461,    159000,    239697,    174171,   7262810,   5956647,    212621
       118,     30118, 81.197058,      56.2,         0,    124045,     97964,   6971338,         0,    124045,      4858,      3820,    273012,         0,      4858,    176885,    128263,   9940919,         0,    176885,    240780,    174082,  13531812,         0,    240780
       119,     30119, 88.410214,       1.0,      35.8,    136940,    106504,    136940,   3812860,    107809,         0,         0,         0,         0,         0,    193714,    139199,    193714,   4983326,    141535,    254453,    185305,    254453,   6633929,    188269
       120,     30120,230.581588,     123.3,       1.4,    129844,    101441,  16009803,    142017,    129645,      2416,      1846,    297853,      2584,      2412,    184927,    133182,  22801476,    186454,    184563,    250662,    182144,  30906620,    255001,    250180
       121,     30121,115.036147,      51.4,       7.8,    123260,     98034,   6335550,    764661,    121078,      3574,      2745,    183714,     21408,      3502,    175710,    128077,   9031487,    998997,    171590,    238883,    173160,  12278609,   1350650,    233199
       122,     30122,151.372238,      90.7,         0,    122033,     97068,  11068371,         0,    122033,      3402,      2602,    308531,         0,      3402,    173973,    126808,  15779391,         0,    173973,    238734,    173051,  21653163,         0,    238734
       123,     30123,117.795646,         0,         0,    121018,     94082,         0,         0,         0,         0,         0,         0,         0,         0,    171313,    122936,         0,         0,         0,    257999,    188583,         0,         0,         0
       124,     30124,123.415254,      98.0,       2.3,    120326,     95743,  11791952,    220209,    119971,      2982,      2250,    292215,      5175,      2971,    172599,    125659,  16914730,    289015,    171922,    231262,    169004,  22663725,    388708,    230364
       125,     30125, 61.781836,      70.0,      64.3,    127281,    101254,   8909697,   6510636,    117799,      5118,      3908,    358263,    251314,      4677,    182619,    132992,  12783344,   8551373,    164540,    238468,    173775,  16692774,  11173709,    214900
       126,     30126,198.242357,     175.4,      10.6,    125091,     99545,  21941026,   1055176,    124163,      4380,      3313,    768278,     35118,      4341,    179515,    130735,  31486932,   1385796,    177743,    239444,    174503,  41998452,   1849731,    237084
       127,     30127,127.818309,     105.0,         0,    123987,     98583,  13018584,         0,    123987,      3212,      2376,    337242,         0,      3212,    177960,    129477,  18685838,         0,    177960,    238953,    174344,  25090102,         0,    238953
       128,     30128,100.177029,      96.0,       5.9,    131552,    104520,  12629012,    616669,    130554,      5006,      3736,    480563,     22040,      4959,    189040,    137513,  18147863,    811324,    187137,    246924,    179577,  23704702,   1059505,    244437
       129,     30129,233.679796,      66.4,         0,    136244,    108076,   9046601,         0,    136244,      3407,      2509,    226217,         0,      3407,    196047,    142425,  13017542,         0,    196047,    256960,    186521,  17062127,         0,    256960
       130,     30130,102.635968,      73.8,       1.7,    129054,    102562,   9524206,    174355,    128679,      4318,      3211,    318663,      5459,      4302,    185486,    134932,  13688869,    229384,    184770,    248442,    180722,  18334986,    307227,    247482
       131,     30131,120.748304,      90.4,         0,    133040,    105638,  12026855,         0,    133040,      4277,      3173,    386655,         0,      4277,    191358,    139107,  17298740,         0,    191358,    256792,    186488,  23214033,         0,    256792
